sample	strainID	genus	species	count
39_B2	HAMBI-1279	Hafnia	alvei	155
39_B2	HAMBI-1287	Citrobacter	koseri	4580
39_B2	HAMBI-1292	Morganella	morganii	182
39_B2	HAMBI-1299	Kluyvera	intermedia	111
39_B2	HAMBI-1842	Sphingobium	yanoikuyae	376
39_B2	HAMBI-1896	Sphingobacterium	spiritivorum	1883
39_B2	HAMBI-1972	Aeromonas	caviae	15186
39_B2	HAMBI-1977	Pseudomonas	chlororaphis	530
39_B2	HAMBI-1988	Chitinophaga	sancti	0
39_B2	HAMBI-2159	Paraburkholderia	caryophylli	0
39_B2	HAMBI-2160	Bordetella	avium	103
39_B2	HAMBI-2164	Cupriavidus	necator	12
39_B2	HAMBI-2443	Paracoccus	denitrificans	53
39_B2	HAMBI-2494	Paraburkholderia	kururiensis	12
39_B2	HAMBI-2659	Stenotrophomonas	maltophilia	508
39_B2	HAMBI-2792	Moraxella	canis	0
39_B2	HAMBI-3031	Niabella	yanshanensis	37
39_B2	HAMBI-3237	Microvirga	lotononidis	30
39_B3	HAMBI-0006	Pseudomonas	putida	4293
39_B3	HAMBI-0097	Acinetobacter	lwoffii	0
39_B3	HAMBI-0105	Agrobacterium	tumefaciens	777
39_B3	HAMBI-0262	Brevundimonas	bullata	0
39_B3	HAMBI-0403	Comamonas	testosteroni	834
39_B3	HAMBI-1279	Hafnia	alvei	135
39_B3	HAMBI-1287	Citrobacter	koseri	3739
39_B3	HAMBI-1292	Morganella	morganii	160
39_B3	HAMBI-1299	Kluyvera	intermedia	118
39_B3	HAMBI-1842	Sphingobium	yanoikuyae	333
39_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1799
39_B3	HAMBI-1972	Aeromonas	caviae	12642
39_B3	HAMBI-1977	Pseudomonas	chlororaphis	396
39_B3	HAMBI-1988	Chitinophaga	sancti	0
39_B3	HAMBI-2159	Paraburkholderia	caryophylli	1
39_B3	HAMBI-2160	Bordetella	avium	71
39_B3	HAMBI-2164	Cupriavidus	necator	15
39_B3	HAMBI-2443	Paracoccus	denitrificans	43
39_B3	HAMBI-2494	Paraburkholderia	kururiensis	16
39_B3	HAMBI-2659	Stenotrophomonas	maltophilia	483
39_B3	HAMBI-2792	Moraxella	canis	0
39_B3	HAMBI-3031	Niabella	yanshanensis	46
39_B3	HAMBI-3237	Microvirga	lotononidis	31
39_B4	HAMBI-0006	Pseudomonas	putida	4119
39_B4	HAMBI-0097	Acinetobacter	lwoffii	0
39_B4	HAMBI-0105	Agrobacterium	tumefaciens	678
39_B4	HAMBI-0262	Brevundimonas	bullata	0
39_B4	HAMBI-0403	Comamonas	testosteroni	845
39_B4	HAMBI-1279	Hafnia	alvei	123
39_B4	HAMBI-1287	Citrobacter	koseri	4104
39_B4	HAMBI-1292	Morganella	morganii	143
39_B4	HAMBI-1299	Kluyvera	intermedia	138
39_B4	HAMBI-1842	Sphingobium	yanoikuyae	276
39_B4	HAMBI-1896	Sphingobacterium	spiritivorum	1633
39_B4	HAMBI-1972	Aeromonas	caviae	12022
39_B4	HAMBI-1977	Pseudomonas	chlororaphis	464
39_B4	HAMBI-1988	Chitinophaga	sancti	0
39_B4	HAMBI-2159	Paraburkholderia	caryophylli	2
39_B4	HAMBI-2160	Bordetella	avium	61
39_B4	HAMBI-2164	Cupriavidus	necator	12
39_B4	HAMBI-2443	Paracoccus	denitrificans	33
39_B4	HAMBI-2494	Paraburkholderia	kururiensis	9
39_B4	HAMBI-2659	Stenotrophomonas	maltophilia	434
39_B4	HAMBI-2792	Moraxella	canis	0
39_B4	HAMBI-3031	Niabella	yanshanensis	43
39_B4	HAMBI-3237	Microvirga	lotononidis	21
39_B5	HAMBI-0006	Pseudomonas	putida	3755
39_B5	HAMBI-0097	Acinetobacter	lwoffii	0
39_B5	HAMBI-0105	Agrobacterium	tumefaciens	1023
39_B5	HAMBI-0262	Brevundimonas	bullata	0
39_B5	HAMBI-0403	Comamonas	testosteroni	435
39_B5	HAMBI-1279	Hafnia	alvei	133
39_B5	HAMBI-1287	Citrobacter	koseri	3459
39_B5	HAMBI-1292	Morganella	morganii	164
39_B5	HAMBI-1299	Kluyvera	intermedia	89
39_B5	HAMBI-1842	Sphingobium	yanoikuyae	472
39_B5	HAMBI-1896	Sphingobacterium	spiritivorum	1957
39_B5	HAMBI-1972	Aeromonas	caviae	10537
39_B5	HAMBI-1977	Pseudomonas	chlororaphis	1595
39_B5	HAMBI-1988	Chitinophaga	sancti	0
39_B5	HAMBI-2159	Paraburkholderia	caryophylli	0
39_B5	HAMBI-2160	Bordetella	avium	66
39_B5	HAMBI-2164	Cupriavidus	necator	13
39_B5	HAMBI-2443	Paracoccus	denitrificans	45
39_B5	HAMBI-2494	Paraburkholderia	kururiensis	16
39_B5	HAMBI-2659	Stenotrophomonas	maltophilia	400
39_B5	HAMBI-2792	Moraxella	canis	0
39_B5	HAMBI-3031	Niabella	yanshanensis	49
39_B5	HAMBI-3237	Microvirga	lotononidis	28
39_B6	HAMBI-0006	Pseudomonas	putida	3174
39_B6	HAMBI-0097	Acinetobacter	lwoffii	0
39_B6	HAMBI-0105	Agrobacterium	tumefaciens	804
39_B6	HAMBI-0262	Brevundimonas	bullata	0
39_B6	HAMBI-0403	Comamonas	testosteroni	456
39_B6	HAMBI-1279	Hafnia	alvei	110
39_B6	HAMBI-1287	Citrobacter	koseri	3032
39_B6	HAMBI-1292	Morganella	morganii	116
39_B6	HAMBI-1299	Kluyvera	intermedia	86
39_B6	HAMBI-1842	Sphingobium	yanoikuyae	288
39_B6	HAMBI-1896	Sphingobacterium	spiritivorum	1298
39_B6	HAMBI-1972	Aeromonas	caviae	9256
39_B6	HAMBI-1977	Pseudomonas	chlororaphis	1152
39_B6	HAMBI-1988	Chitinophaga	sancti	0
39_B6	HAMBI-2159	Paraburkholderia	caryophylli	3
39_B6	HAMBI-2160	Bordetella	avium	75
39_B6	HAMBI-2164	Cupriavidus	necator	14
39_B6	HAMBI-2443	Paracoccus	denitrificans	37
39_B6	HAMBI-2494	Paraburkholderia	kururiensis	4
39_B6	HAMBI-2659	Stenotrophomonas	maltophilia	327
39_B6	HAMBI-2792	Moraxella	canis	0
39_B6	HAMBI-3031	Niabella	yanshanensis	40
39_B6	HAMBI-3237	Microvirga	lotononidis	17
39_BS1	HAMBI-0006	Pseudomonas	putida	1127
39_BS1	HAMBI-0097	Acinetobacter	lwoffii	0
39_BS1	HAMBI-0105	Agrobacterium	tumefaciens	489
39_BS1	HAMBI-0262	Brevundimonas	bullata	0
39_BS1	HAMBI-0403	Comamonas	testosteroni	752
39_BS1	HAMBI-1279	Hafnia	alvei	54
39_BS1	HAMBI-1287	Citrobacter	koseri	6009
39_BS1	HAMBI-1292	Morganella	morganii	127
39_BS1	HAMBI-1299	Kluyvera	intermedia	60
39_BS1	HAMBI-1842	Sphingobium	yanoikuyae	533
39_BS1	HAMBI-1896	Sphingobacterium	spiritivorum	2526
39_BS1	HAMBI-1972	Aeromonas	caviae	5011
39_BS1	HAMBI-1977	Pseudomonas	chlororaphis	3223
39_BS1	HAMBI-1988	Chitinophaga	sancti	0
39_BS1	HAMBI-2159	Paraburkholderia	caryophylli	3
39_BS1	HAMBI-2160	Bordetella	avium	69
39_BS1	HAMBI-2164	Cupriavidus	necator	19
39_BS1	HAMBI-2443	Paracoccus	denitrificans	51
39_BS1	HAMBI-2494	Paraburkholderia	kururiensis	9
39_BS1	HAMBI-2659	Stenotrophomonas	maltophilia	426
39_BS1	HAMBI-2792	Moraxella	canis	0
39_BS1	HAMBI-3031	Niabella	yanshanensis	107
39_BS1	HAMBI-3237	Microvirga	lotononidis	11
39_BS2	HAMBI-0006	Pseudomonas	putida	1054
39_BS2	HAMBI-0097	Acinetobacter	lwoffii	0
39_BS2	HAMBI-0105	Agrobacterium	tumefaciens	417
39_BS2	HAMBI-0262	Brevundimonas	bullata	0
39_BS2	HAMBI-0403	Comamonas	testosteroni	1668
39_BS2	HAMBI-1279	Hafnia	alvei	54
39_BS2	HAMBI-1287	Citrobacter	koseri	5936
39_BS2	HAMBI-1292	Morganella	morganii	78
39_BS2	HAMBI-1299	Kluyvera	intermedia	40
39_BS2	HAMBI-1842	Sphingobium	yanoikuyae	232
39_BS2	HAMBI-1896	Sphingobacterium	spiritivorum	1082
39_BS2	HAMBI-1972	Aeromonas	caviae	4581
39_BS2	HAMBI-1977	Pseudomonas	chlororaphis	1575
39_BS2	HAMBI-1988	Chitinophaga	sancti	0
39_BS2	HAMBI-2159	Paraburkholderia	caryophylli	2
39_BS2	HAMBI-2160	Bordetella	avium	61
39_BS2	HAMBI-2164	Cupriavidus	necator	17
39_BS2	HAMBI-2443	Paracoccus	denitrificans	22
39_BS2	HAMBI-2494	Paraburkholderia	kururiensis	4
39_BS2	HAMBI-2659	Stenotrophomonas	maltophilia	522
39_BS2	HAMBI-2792	Moraxella	canis	0
39_BS2	HAMBI-3031	Niabella	yanshanensis	59
39_BS2	HAMBI-3237	Microvirga	lotononidis	9
39_BS3	HAMBI-0006	Pseudomonas	putida	799
39_BS3	HAMBI-0097	Acinetobacter	lwoffii	0
39_BS3	HAMBI-0105	Agrobacterium	tumefaciens	418
39_BS3	HAMBI-0262	Brevundimonas	bullata	0
39_BS3	HAMBI-0403	Comamonas	testosteroni	826
39_BS3	HAMBI-1279	Hafnia	alvei	94
39_BS3	HAMBI-1287	Citrobacter	koseri	8033
39_BS3	HAMBI-1292	Morganella	morganii	114
39_BS3	HAMBI-1299	Kluyvera	intermedia	40
39_BS3	HAMBI-1842	Sphingobium	yanoikuyae	434
39_BS3	HAMBI-1896	Sphingobacterium	spiritivorum	1222
39_BS3	HAMBI-1972	Aeromonas	caviae	3451
39_BS3	HAMBI-1977	Pseudomonas	chlororaphis	1933
39_BS3	HAMBI-1988	Chitinophaga	sancti	0
39_BS3	HAMBI-2159	Paraburkholderia	caryophylli	2
39_BS3	HAMBI-2160	Bordetella	avium	60
39_BS3	HAMBI-2164	Cupriavidus	necator	21
39_BS3	HAMBI-2443	Paracoccus	denitrificans	36
39_BS3	HAMBI-2494	Paraburkholderia	kururiensis	9
39_BS3	HAMBI-2659	Stenotrophomonas	maltophilia	561
39_BS3	HAMBI-2792	Moraxella	canis	0
39_BS3	HAMBI-3031	Niabella	yanshanensis	62
39_BS3	HAMBI-3237	Microvirga	lotononidis	6
39_BS4	HAMBI-0006	Pseudomonas	putida	891
39_BS4	HAMBI-0097	Acinetobacter	lwoffii	0
39_BS4	HAMBI-0105	Agrobacterium	tumefaciens	393
39_BS4	HAMBI-0262	Brevundimonas	bullata	0
39_BS4	HAMBI-0403	Comamonas	testosteroni	880
39_BS4	HAMBI-1279	Hafnia	alvei	108
39_BS4	HAMBI-1287	Citrobacter	koseri	9694
39_BS4	HAMBI-1292	Morganella	morganii	144
39_BS4	HAMBI-1299	Kluyvera	intermedia	58
39_BS4	HAMBI-1842	Sphingobium	yanoikuyae	404
39_BS4	HAMBI-1896	Sphingobacterium	spiritivorum	2421
39_BS4	HAMBI-1972	Aeromonas	caviae	4812
39_BS4	HAMBI-1977	Pseudomonas	chlororaphis	2105
39_BS4	HAMBI-1988	Chitinophaga	sancti	0
39_BS4	HAMBI-2159	Paraburkholderia	caryophylli	0
39_BS4	HAMBI-2160	Bordetella	avium	68
39_BS4	HAMBI-2164	Cupriavidus	necator	13
39_BS4	HAMBI-2443	Paracoccus	denitrificans	44
39_BS4	HAMBI-2494	Paraburkholderia	kururiensis	13
39_BS4	HAMBI-2659	Stenotrophomonas	maltophilia	509
39_BS4	HAMBI-2792	Moraxella	canis	0
39_BS4	HAMBI-3031	Niabella	yanshanensis	81
39_BS4	HAMBI-3237	Microvirga	lotononidis	6
39_BS5	HAMBI-0006	Pseudomonas	putida	986
39_BS5	HAMBI-0097	Acinetobacter	lwoffii	0
39_BS5	HAMBI-0105	Agrobacterium	tumefaciens	533
39_BS5	HAMBI-0262	Brevundimonas	bullata	0
39_BS5	HAMBI-0403	Comamonas	testosteroni	1575
39_BS5	HAMBI-1279	Hafnia	alvei	33
39_BS5	HAMBI-1287	Citrobacter	koseri	11319
39_BS5	HAMBI-1292	Morganella	morganii	168
39_BS5	HAMBI-1299	Kluyvera	intermedia	32
39_BS5	HAMBI-1842	Sphingobium	yanoikuyae	740
39_BS5	HAMBI-1896	Sphingobacterium	spiritivorum	1990
39_BS5	HAMBI-1972	Aeromonas	caviae	4841
39_BS5	HAMBI-1977	Pseudomonas	chlororaphis	1729
39_BS5	HAMBI-1988	Chitinophaga	sancti	0
39_BS5	HAMBI-2159	Paraburkholderia	caryophylli	1
39_BS5	HAMBI-2160	Bordetella	avium	81
39_BS5	HAMBI-2164	Cupriavidus	necator	36
39_BS5	HAMBI-2443	Paracoccus	denitrificans	22
39_BS5	HAMBI-2494	Paraburkholderia	kururiensis	10
39_BS5	HAMBI-2659	Stenotrophomonas	maltophilia	627
39_BS5	HAMBI-2792	Moraxella	canis	0
39_BS5	HAMBI-3031	Niabella	yanshanensis	65
39_BS5	HAMBI-3237	Microvirga	lotononidis	6
39_BS6	HAMBI-0006	Pseudomonas	putida	1309
39_BS6	HAMBI-0097	Acinetobacter	lwoffii	0
39_BS6	HAMBI-0105	Agrobacterium	tumefaciens	668
39_BS6	HAMBI-0262	Brevundimonas	bullata	0
39_BS6	HAMBI-0403	Comamonas	testosteroni	4153
39_BS6	HAMBI-1279	Hafnia	alvei	25
39_BS6	HAMBI-1287	Citrobacter	koseri	13463
39_BS6	HAMBI-1292	Morganella	morganii	182
39_BS6	HAMBI-1299	Kluyvera	intermedia	21
39_BS6	HAMBI-1842	Sphingobium	yanoikuyae	533
39_BS6	HAMBI-1896	Sphingobacterium	spiritivorum	1738
39_BS6	HAMBI-1972	Aeromonas	caviae	6388
39_BS6	HAMBI-1977	Pseudomonas	chlororaphis	1312
39_BS6	HAMBI-1988	Chitinophaga	sancti	0
39_BS6	HAMBI-2159	Paraburkholderia	caryophylli	5
39_BS6	HAMBI-2160	Bordetella	avium	115
39_BS6	HAMBI-2164	Cupriavidus	necator	37
39_BS6	HAMBI-2443	Paracoccus	denitrificans	17
39_BS6	HAMBI-2494	Paraburkholderia	kururiensis	19
39_BS6	HAMBI-2659	Stenotrophomonas	maltophilia	1048
39_BS6	HAMBI-2792	Moraxella	canis	0
39_BS6	HAMBI-3031	Niabella	yanshanensis	88
39_BS6	HAMBI-3237	Microvirga	lotononidis	8
45_B1	HAMBI-0006	Pseudomonas	putida	4608
45_B1	HAMBI-0097	Acinetobacter	lwoffii	0
45_B1	HAMBI-0105	Agrobacterium	tumefaciens	914
45_B1	HAMBI-0262	Brevundimonas	bullata	0
45_B1	HAMBI-0403	Comamonas	testosteroni	469
45_B1	HAMBI-1279	Hafnia	alvei	119
45_B1	HAMBI-1287	Citrobacter	koseri	3353
45_B1	HAMBI-1292	Morganella	morganii	175
45_B1	HAMBI-1299	Kluyvera	intermedia	116
45_B1	HAMBI-1842	Sphingobium	yanoikuyae	232
45_B1	HAMBI-1896	Sphingobacterium	spiritivorum	2306
45_B1	HAMBI-1972	Aeromonas	caviae	17995
45_B1	HAMBI-1977	Pseudomonas	chlororaphis	740
45_B1	HAMBI-1988	Chitinophaga	sancti	0
45_B1	HAMBI-2159	Paraburkholderia	caryophylli	0
45_B1	HAMBI-2160	Bordetella	avium	75
45_B1	HAMBI-2164	Cupriavidus	necator	8
45_B1	HAMBI-2443	Paracoccus	denitrificans	65
45_B1	HAMBI-2494	Paraburkholderia	kururiensis	12
45_B1	HAMBI-2659	Stenotrophomonas	maltophilia	450
45_B1	HAMBI-2792	Moraxella	canis	0
45_B1	HAMBI-3031	Niabella	yanshanensis	67
45_B1	HAMBI-3237	Microvirga	lotononidis	32
45_B2	HAMBI-0006	Pseudomonas	putida	4871
45_B2	HAMBI-0097	Acinetobacter	lwoffii	0
45_B2	HAMBI-0105	Agrobacterium	tumefaciens	1109
45_B2	HAMBI-0262	Brevundimonas	bullata	0
45_B2	HAMBI-0403	Comamonas	testosteroni	964
45_B2	HAMBI-1279	Hafnia	alvei	136
45_B2	HAMBI-1287	Citrobacter	koseri	3404
45_B2	HAMBI-1292	Morganella	morganii	162
45_B2	HAMBI-1299	Kluyvera	intermedia	123
45_B2	HAMBI-1842	Sphingobium	yanoikuyae	341
45_B2	HAMBI-1896	Sphingobacterium	spiritivorum	2245
45_B2	HAMBI-1972	Aeromonas	caviae	22026
45_B2	HAMBI-1977	Pseudomonas	chlororaphis	476
45_B2	HAMBI-1988	Chitinophaga	sancti	0
45_B2	HAMBI-2159	Paraburkholderia	caryophylli	4
45_B2	HAMBI-2160	Bordetella	avium	76
45_B2	HAMBI-2164	Cupriavidus	necator	9
45_B2	HAMBI-2443	Paracoccus	denitrificans	72
45_B2	HAMBI-2494	Paraburkholderia	kururiensis	11
45_B2	HAMBI-2659	Stenotrophomonas	maltophilia	420
45_B2	HAMBI-2792	Moraxella	canis	0
45_B2	HAMBI-3031	Niabella	yanshanensis	70
45_B2	HAMBI-3237	Microvirga	lotononidis	51
45_B3	HAMBI-0006	Pseudomonas	putida	4744
45_B3	HAMBI-0097	Acinetobacter	lwoffii	0
45_B3	HAMBI-0105	Agrobacterium	tumefaciens	820
45_B3	HAMBI-0262	Brevundimonas	bullata	0
45_B3	HAMBI-0403	Comamonas	testosteroni	897
45_B3	HAMBI-1279	Hafnia	alvei	134
45_B3	HAMBI-1287	Citrobacter	koseri	3638
45_B3	HAMBI-1292	Morganella	morganii	199
45_B3	HAMBI-1299	Kluyvera	intermedia	141
45_B3	HAMBI-1842	Sphingobium	yanoikuyae	274
45_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1953
45_B3	HAMBI-1972	Aeromonas	caviae	18384
45_B3	HAMBI-1977	Pseudomonas	chlororaphis	248
45_B3	HAMBI-1988	Chitinophaga	sancti	0
45_B3	HAMBI-2159	Paraburkholderia	caryophylli	0
45_B3	HAMBI-2160	Bordetella	avium	77
45_B3	HAMBI-2164	Cupriavidus	necator	14
45_B3	HAMBI-2443	Paracoccus	denitrificans	51
45_B3	HAMBI-2494	Paraburkholderia	kururiensis	23
45_B3	HAMBI-2659	Stenotrophomonas	maltophilia	384
45_B3	HAMBI-2792	Moraxella	canis	0
45_B3	HAMBI-3031	Niabella	yanshanensis	58
45_B3	HAMBI-3237	Microvirga	lotononidis	44
45_B4	HAMBI-0006	Pseudomonas	putida	5156
45_B4	HAMBI-0097	Acinetobacter	lwoffii	0
45_B4	HAMBI-0105	Agrobacterium	tumefaciens	875
45_B4	HAMBI-0262	Brevundimonas	bullata	0
45_B4	HAMBI-0403	Comamonas	testosteroni	716
45_B4	HAMBI-1279	Hafnia	alvei	217
45_B4	HAMBI-1287	Citrobacter	koseri	4928
45_B4	HAMBI-1292	Morganella	morganii	142
45_B4	HAMBI-1299	Kluyvera	intermedia	189
45_B4	HAMBI-1842	Sphingobium	yanoikuyae	349
45_B4	HAMBI-1896	Sphingobacterium	spiritivorum	2217
45_B4	HAMBI-1972	Aeromonas	caviae	19945
45_B4	HAMBI-1977	Pseudomonas	chlororaphis	326
45_B4	HAMBI-1988	Chitinophaga	sancti	0
45_B4	HAMBI-2159	Paraburkholderia	caryophylli	4
45_B4	HAMBI-2160	Bordetella	avium	97
45_B4	HAMBI-2164	Cupriavidus	necator	14
45_B4	HAMBI-2443	Paracoccus	denitrificans	62
45_B4	HAMBI-2494	Paraburkholderia	kururiensis	14
45_B4	HAMBI-2659	Stenotrophomonas	maltophilia	442
45_B4	HAMBI-2792	Moraxella	canis	0
45_B4	HAMBI-3031	Niabella	yanshanensis	50
45_B4	HAMBI-3237	Microvirga	lotononidis	30
45_B5	HAMBI-0006	Pseudomonas	putida	4042
45_B5	HAMBI-0097	Acinetobacter	lwoffii	0
45_B5	HAMBI-0105	Agrobacterium	tumefaciens	786
45_B5	HAMBI-0262	Brevundimonas	bullata	0
45_B5	HAMBI-0403	Comamonas	testosteroni	616
45_B5	HAMBI-1279	Hafnia	alvei	230
45_B5	HAMBI-1287	Citrobacter	koseri	4692
45_B5	HAMBI-1292	Morganella	morganii	169
45_B5	HAMBI-1299	Kluyvera	intermedia	144
45_B5	HAMBI-1842	Sphingobium	yanoikuyae	317
45_B5	HAMBI-1896	Sphingobacterium	spiritivorum	1802
45_B5	HAMBI-1972	Aeromonas	caviae	12801
45_B5	HAMBI-1977	Pseudomonas	chlororaphis	722
45_B5	HAMBI-1988	Chitinophaga	sancti	0
45_B5	HAMBI-2159	Paraburkholderia	caryophylli	2
45_B5	HAMBI-2160	Bordetella	avium	68
45_B5	HAMBI-2164	Cupriavidus	necator	7
45_B5	HAMBI-2443	Paracoccus	denitrificans	43
45_B5	HAMBI-2494	Paraburkholderia	kururiensis	18
45_B5	HAMBI-2659	Stenotrophomonas	maltophilia	463
45_B5	HAMBI-2792	Moraxella	canis	0
45_B5	HAMBI-3031	Niabella	yanshanensis	67
45_B5	HAMBI-3237	Microvirga	lotononidis	33
45_B6	HAMBI-0006	Pseudomonas	putida	3151
45_B6	HAMBI-0097	Acinetobacter	lwoffii	0
45_B6	HAMBI-0105	Agrobacterium	tumefaciens	736
45_B6	HAMBI-0262	Brevundimonas	bullata	0
45_B6	HAMBI-0403	Comamonas	testosteroni	759
45_B6	HAMBI-1279	Hafnia	alvei	156
45_B6	HAMBI-1287	Citrobacter	koseri	3835
45_B6	HAMBI-1292	Morganella	morganii	125
45_B6	HAMBI-1299	Kluyvera	intermedia	124
45_B6	HAMBI-1842	Sphingobium	yanoikuyae	289
45_B6	HAMBI-1896	Sphingobacterium	spiritivorum	1431
45_B6	HAMBI-1972	Aeromonas	caviae	11902
45_B6	HAMBI-1977	Pseudomonas	chlororaphis	350
45_B6	HAMBI-1988	Chitinophaga	sancti	0
45_B6	HAMBI-2159	Paraburkholderia	caryophylli	1
45_B6	HAMBI-2160	Bordetella	avium	77
45_B6	HAMBI-2164	Cupriavidus	necator	13
45_B6	HAMBI-2443	Paracoccus	denitrificans	85
45_B6	HAMBI-2494	Paraburkholderia	kururiensis	12
45_B6	HAMBI-2659	Stenotrophomonas	maltophilia	507
45_B6	HAMBI-2792	Moraxella	canis	0
45_B6	HAMBI-3031	Niabella	yanshanensis	51
45_B6	HAMBI-3237	Microvirga	lotononidis	25
45_BS1	HAMBI-0006	Pseudomonas	putida	2295
45_BS1	HAMBI-0097	Acinetobacter	lwoffii	0
45_BS1	HAMBI-0105	Agrobacterium	tumefaciens	444
45_BS1	HAMBI-0262	Brevundimonas	bullata	0
45_BS1	HAMBI-0403	Comamonas	testosteroni	474
45_BS1	HAMBI-1279	Hafnia	alvei	155
45_BS1	HAMBI-1287	Citrobacter	koseri	5221
45_BS1	HAMBI-1292	Morganella	morganii	133
45_BS1	HAMBI-1299	Kluyvera	intermedia	70
45_BS1	HAMBI-1842	Sphingobium	yanoikuyae	167
45_BS1	HAMBI-1896	Sphingobacterium	spiritivorum	1789
45_BS1	HAMBI-1972	Aeromonas	caviae	10884
45_BS1	HAMBI-1977	Pseudomonas	chlororaphis	1514
45_BS1	HAMBI-1988	Chitinophaga	sancti	0
45_BS1	HAMBI-2159	Paraburkholderia	caryophylli	2
45_BS1	HAMBI-2160	Bordetella	avium	80
45_BS1	HAMBI-2164	Cupriavidus	necator	10
45_BS1	HAMBI-2443	Paracoccus	denitrificans	32
45_BS1	HAMBI-2494	Paraburkholderia	kururiensis	12
45_BS1	HAMBI-2659	Stenotrophomonas	maltophilia	427
45_BS1	HAMBI-2792	Moraxella	canis	0
45_BS1	HAMBI-3031	Niabella	yanshanensis	59
45_BS1	HAMBI-3237	Microvirga	lotononidis	4
45_BS2	HAMBI-0006	Pseudomonas	putida	1820
45_BS2	HAMBI-0097	Acinetobacter	lwoffii	0
45_BS2	HAMBI-0105	Agrobacterium	tumefaciens	409
45_BS2	HAMBI-0262	Brevundimonas	bullata	0
45_BS2	HAMBI-0403	Comamonas	testosteroni	686
45_BS2	HAMBI-1279	Hafnia	alvei	181
45_BS2	HAMBI-1287	Citrobacter	koseri	5837
45_BS2	HAMBI-1292	Morganella	morganii	110
45_BS2	HAMBI-1299	Kluyvera	intermedia	77
45_BS2	HAMBI-1842	Sphingobium	yanoikuyae	177
45_BS2	HAMBI-1896	Sphingobacterium	spiritivorum	992
45_BS2	HAMBI-1972	Aeromonas	caviae	9587
45_BS2	HAMBI-1977	Pseudomonas	chlororaphis	873
45_BS2	HAMBI-1988	Chitinophaga	sancti	0
45_BS2	HAMBI-2159	Paraburkholderia	caryophylli	7
45_BS2	HAMBI-2160	Bordetella	avium	91
45_BS2	HAMBI-2164	Cupriavidus	necator	12
45_BS2	HAMBI-2443	Paracoccus	denitrificans	29
45_BS2	HAMBI-2494	Paraburkholderia	kururiensis	6
45_BS2	HAMBI-2659	Stenotrophomonas	maltophilia	524
45_BS2	HAMBI-2792	Moraxella	canis	0
45_BS2	HAMBI-3031	Niabella	yanshanensis	41
45_BS2	HAMBI-3237	Microvirga	lotononidis	6
45_BS3	HAMBI-0006	Pseudomonas	putida	2143
45_BS3	HAMBI-0097	Acinetobacter	lwoffii	0
45_BS3	HAMBI-0105	Agrobacterium	tumefaciens	423
45_BS3	HAMBI-0262	Brevundimonas	bullata	0
45_BS3	HAMBI-0403	Comamonas	testosteroni	395
45_BS3	HAMBI-1279	Hafnia	alvei	194
45_BS3	HAMBI-1287	Citrobacter	koseri	6702
45_BS3	HAMBI-1292	Morganella	morganii	114
45_BS3	HAMBI-1299	Kluyvera	intermedia	94
45_BS3	HAMBI-1842	Sphingobium	yanoikuyae	110
45_BS3	HAMBI-1896	Sphingobacterium	spiritivorum	1314
45_BS3	HAMBI-1972	Aeromonas	caviae	9494
45_BS3	HAMBI-1977	Pseudomonas	chlororaphis	1178
45_BS3	HAMBI-1988	Chitinophaga	sancti	0
45_BS3	HAMBI-2159	Paraburkholderia	caryophylli	1
45_BS3	HAMBI-2160	Bordetella	avium	122
45_BS3	HAMBI-2164	Cupriavidus	necator	16
45_BS3	HAMBI-2443	Paracoccus	denitrificans	19
45_BS3	HAMBI-2494	Paraburkholderia	kururiensis	16
45_BS3	HAMBI-2659	Stenotrophomonas	maltophilia	477
45_BS3	HAMBI-2792	Moraxella	canis	0
45_BS3	HAMBI-3031	Niabella	yanshanensis	48
45_BS3	HAMBI-3237	Microvirga	lotononidis	1
45_BS4	HAMBI-0006	Pseudomonas	putida	2148
45_BS4	HAMBI-0097	Acinetobacter	lwoffii	0
45_BS4	HAMBI-0105	Agrobacterium	tumefaciens	446
45_BS4	HAMBI-0262	Brevundimonas	bullata	0
45_BS4	HAMBI-0403	Comamonas	testosteroni	715
45_BS4	HAMBI-1279	Hafnia	alvei	183
45_BS4	HAMBI-1287	Citrobacter	koseri	6945
45_BS4	HAMBI-1292	Morganella	morganii	132
45_BS4	HAMBI-1299	Kluyvera	intermedia	84
45_BS4	HAMBI-1842	Sphingobium	yanoikuyae	114
45_BS4	HAMBI-1896	Sphingobacterium	spiritivorum	2303
45_BS4	HAMBI-1972	Aeromonas	caviae	10905
45_BS4	HAMBI-1977	Pseudomonas	chlororaphis	1634
45_BS4	HAMBI-1988	Chitinophaga	sancti	0
45_BS4	HAMBI-2159	Paraburkholderia	caryophylli	1
45_BS4	HAMBI-2160	Bordetella	avium	123
45_BS4	HAMBI-2164	Cupriavidus	necator	17
45_BS4	HAMBI-2443	Paracoccus	denitrificans	37
45_BS4	HAMBI-2494	Paraburkholderia	kururiensis	10
45_BS4	HAMBI-2659	Stenotrophomonas	maltophilia	519
45_BS4	HAMBI-2792	Moraxella	canis	0
45_BS4	HAMBI-3031	Niabella	yanshanensis	58
45_BS4	HAMBI-3237	Microvirga	lotononidis	10
45_BS5	HAMBI-0006	Pseudomonas	putida	4024
