sample	strainID	genus	species	count	count_correct	f_correct
39_B2	HAMBI-3237	Microvirga	lotononidis	30	84	0.002724210708502119
39_B3	HAMBI-0006	Pseudomonas	putida	4293	493	0.019002676353267127
39_B3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_B3	HAMBI-0105	Agrobacterium	tumefaciens	777	3164	0.12201884205933232
39_B3	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_B3	HAMBI-0403	Comamonas	testosteroni	834	1032	0.03978497740051943
39_B3	HAMBI-1279	Hafnia	alvei	135	459	0.017710887120469435
39_B3	HAMBI-1287	Citrobacter	koseri	3739	6522	0.2515079262851147
39_B3	HAMBI-1292	Morganella	morganii	160	1002	0.03862724313410094
39_B3	HAMBI-1299	Kluyvera	intermedia	118	471	0.018150869428215265
39_B3	HAMBI-1842	Sphingobium	yanoikuyae	333	735	0.0283396686606071
39_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1799	4222	0.1628112640171872
39_B3	HAMBI-1972	Aeromonas	caviae	12642	3368	0.12986416382769447
39_B3	HAMBI-1977	Pseudomonas	chlororaphis	396	1124	0.043349217571246774
39_B3	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_B3	HAMBI-2159	Paraburkholderia	caryophylli	1	25	9.80236426191308e-4
39_B3	HAMBI-2160	Bordetella	avium	71	896	0.03455813750287935
39_B3	HAMBI-2164	Cupriavidus	necator	15	252	0.009725653122615193
39_B3	HAMBI-2443	Paracoccus	denitrificans	43	932	0.03592669282804944
39_B3	HAMBI-2494	Paraburkholderia	kururiensis	16	255	0.009850813223993426
39_B3	HAMBI-2659	Stenotrophomonas	maltophilia	483	706	0.027241392014598995
39_B3	HAMBI-2792	Moraxella	canis	0	0	0
39_B3	HAMBI-3031	Niabella	yanshanensis	46	187	0.007197776828759715
39_B3	HAMBI-3237	Microvirga	lotononidis	31	87	0.003351562195157882
39_B4	HAMBI-0006	Pseudomonas	putida	4119	476	0.018902623580918432
39_B4	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_B4	HAMBI-0105	Agrobacterium	tumefaciens	678	2777	0.11038548884373407
39_B4	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_B4	HAMBI-0403	Comamonas	testosteroni	845	1051	0.041791329252740116
39_B4	HAMBI-1279	Hafnia	alvei	123	421	0.016729696755713157
39_B4	HAMBI-1287	Citrobacter	koseri	4104	7201	0.28620681734209036
39_B4	HAMBI-1292	Morganella	morganii	143	901	0.035792017486543565
39_B4	HAMBI-1299	Kluyvera	intermedia	138	554	0.0220075107476726
39_B4	HAMBI-1842	Sphingobium	yanoikuyae	276	613	0.024352078090945778
39_B4	HAMBI-1896	Sphingobacterium	spiritivorum	1633	3855	0.15322014900372707
39_B4	HAMBI-1972	Aeromonas	caviae	12022	3221	0.12803440043216274
39_B4	HAMBI-1977	Pseudomonas	chlororaphis	464	1325	0.052659953182218826
39_B4	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_B4	HAMBI-2159	Paraburkholderia	caryophylli	2	51	0.002032531306843871
39_B4	HAMBI-2160	Bordetella	avium	61	774	0.030782098639216323
39_B4	HAMBI-2164	Cupriavidus	necator	12	203	0.008066500661692923
39_B4	HAMBI-2443	Paracoccus	denitrificans	33	719	0.028585061834085487
39_B4	HAMBI-2494	Paraburkholderia	kururiensis	9	145	0.005744748526539902
39_B4	HAMBI-2659	Stenotrophomonas	maltophilia	434	638	0.02537746898072844
39_B4	HAMBI-2792	Moraxella	canis	0	0	0
39_B4	HAMBI-3031	Niabella	yanshanensis	43	176	0.006975661722685648
39_B4	HAMBI-3237	Microvirga	lotononidis	21	59	0.0023538636097407044
39_B5	HAMBI-0006	Pseudomonas	putida	3755	359	0.014803327996245983
39_B5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_B5	HAMBI-0105	Agrobacterium	tumefaciens	1023	3468	0.14307938065025336
39_B5	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_B5	HAMBI-0403	Comamonas	testosteroni	435	448	0.01848152735177026
39_B5	HAMBI-1279	Hafnia	alvei	133	377	0.015540096986512687
39_B5	HAMBI-1287	Citrobacter	koseri	3459	5022	0.2072250774512724
39_B5	HAMBI-1292	Morganella	morganii	164	855	0.03526250136281655
39_B5	HAMBI-1299	Kluyvera	intermedia	89	296	0.01219273035256156
39_B5	HAMBI-1842	Sphingobium	yanoikuyae	472	867	0.03577569429075996
39_B5	HAMBI-1896	Sphingobacterium	spiritivorum	1957	3823	0.15773920501291108
39_B5	HAMBI-1972	Aeromonas	caviae	10537	2336	0.09640200241035361
39_B5	HAMBI-1977	Pseudomonas	chlororaphis	1595	3769	0.15550426394422384
39_B5	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_B5	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
39_B5	HAMBI-2160	Bordetella	avium	66	693	0.02861089558976368
39_B5	HAMBI-2164	Cupriavidus	necator	13	182	0.007506999837400523
39_B5	HAMBI-2443	Paracoccus	denitrificans	45	812	0.033485503716122994
39_B5	HAMBI-2494	Paraburkholderia	kururiensis	16	213	0.008773393772886834
39_B5	HAMBI-2659	Stenotrophomonas	maltophilia	400	487	0.020092671959753595
39_B5	HAMBI-2792	Moraxella	canis	0	0	0
39_B5	HAMBI-3031	Niabella	yanshanensis	49	165	0.006828607687850789
39_B5	HAMBI-3237	Microvirga	lotononidis	28	65	0.002696119626540355
39_B6	HAMBI-0006	Pseudomonas	putida	3174	319	0.01572790856694893
39_B6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_B6	HAMBI-0105	Agrobacterium	tumefaciens	804	2868	0.14134228218650194
39_B6	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_B6	HAMBI-0403	Comamonas	testosteroni	456	494	0.024351632322969788
39_B6	HAMBI-1279	Hafnia	alvei	110	328	0.016155090747832446
39_B6	HAMBI-1287	Citrobacter	koseri	3032	4632	0.22831559582546987
39_B6	HAMBI-1292	Morganella	morganii	116	636	0.031350313632690044
39_B6	HAMBI-1299	Kluyvera	intermedia	86	300	0.01480894249476583
39_B6	HAMBI-1842	Sphingobium	yanoikuyae	288	557	0.02743804681072567
39_B6	HAMBI-1896	Sphingobacterium	spiritivorum	1298	2668	0.13150375297852324
39_B6	HAMBI-1972	Aeromonas	caviae	9256	2160	0.10644053618862336
39_B6	HAMBI-1977	Pseudomonas	chlororaphis	1152	2864	0.14117205167390864
39_B6	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_B6	HAMBI-2159	Paraburkholderia	caryophylli	3	67	0.003292018461070783
39_B6	HAMBI-2160	Bordetella	avium	75	829	0.04086612067667018
39_B6	HAMBI-2164	Cupriavidus	necator	14	206	0.010161684870257988
39_B6	HAMBI-2443	Paracoccus	denitrificans	37	702	0.03460673914808914
39_B6	HAMBI-2494	Paraburkholderia	kururiensis	4	56	0.0027569079359718958
39_B6	HAMBI-2659	Stenotrophomonas	maltophilia	327	419	0.020646198000681727
39_B6	HAMBI-2792	Moraxella	canis	0	0	0
39_B6	HAMBI-3031	Niabella	yanshanensis	40	142	0.007006654563293219
39_B6	HAMBI-3237	Microvirga	lotononidis	17	42	0.0020575229150053237
39_BS1	HAMBI-0006	Pseudomonas	putida	1127	74	0.0035991672058608634
39_BS1	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_BS1	HAMBI-0105	Agrobacterium	tumefaciens	489	1142	0.05540372480609312
39_BS1	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_BS1	HAMBI-0403	Comamonas	testosteroni	752	533	0.02588183889064645
39_BS1	HAMBI-1279	Hafnia	alvei	54	105	0.005111219479309751
39_BS1	HAMBI-1287	Citrobacter	koseri	6009	6009	0.2916235813464067
39_BS1	HAMBI-1292	Morganella	morganii	127	456	0.022120843097901754
39_BS1	HAMBI-1299	Kluyvera	intermedia	60	137	0.0066587222443063275
39_BS1	HAMBI-1842	Sphingobium	yanoikuyae	533	674	0.032726681330595524
39_BS1	HAMBI-1896	Sphingobacterium	spiritivorum	2526	3399	0.1649342518190893
39_BS1	HAMBI-1972	Aeromonas	caviae	5011	765	0.03713831231425524
39_BS1	HAMBI-1977	Pseudomonas	chlororaphis	3223	5245	0.2545485377176807
39_BS1	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_BS1	HAMBI-2159	Paraburkholderia	caryophylli	3	44	0.0021216625747479175
39_BS1	HAMBI-2160	Bordetella	avium	69	499	0.024230662814597802
39_BS1	HAMBI-2164	Cupriavidus	necator	19	183	0.008888026516050793
39_BS1	HAMBI-2443	Paracoccus	denitrificans	51	633	0.030742783392654363
39_BS1	HAMBI-2494	Paraburkholderia	kururiensis	9	82	0.003997779487760746
39_BS1	HAMBI-2659	Stenotrophomonas	maltophilia	426	357	0.017334686352854792
39_BS1	HAMBI-2792	Moraxella	canis	0	0	0
39_BS1	HAMBI-3031	Niabella	yanshanensis	107	249	0.012079488558845252
39_BS1	HAMBI-3237	Microvirga	lotononidis	11	18	8.580300503426132e-4
39_BS2	HAMBI-0006	Pseudomonas	putida	1054	80	0.004567803796727029
39_BS2	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_BS2	HAMBI-0105	Agrobacterium	tumefaciens	417	1116	0.06411429668587108
39_BS2	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_BS2	HAMBI-0403	Comamonas	testosteroni	1668	1357	0.07790441280182553
39_BS2	HAMBI-1279	Hafnia	alvei	54	121	0.006936066583270559
39_BS2	HAMBI-1287	Citrobacter	koseri	5936	6807	0.3909336466365053
39_BS2	HAMBI-1292	Morganella	morganii	78	321	0.018436618975648123
39_BS2	HAMBI-1299	Kluyvera	intermedia	40	105	0.006024047168256944
39_BS2	HAMBI-1842	Sphingobium	yanoikuyae	232	337	0.01933087296269066
39_BS2	HAMBI-1896	Sphingobacterium	spiritivorum	1082	1669	0.09587237643265022
39_BS2	HAMBI-1972	Aeromonas	caviae	4581	802	0.046073030186997606
39_BS2	HAMBI-1977	Pseudomonas	chlororaphis	1575	2939	0.16880277521818723
39_BS2	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_BS2	HAMBI-2159	Paraburkholderia	caryophylli	2	33	0.0019194366361107152
39_BS2	HAMBI-2160	Bordetella	avium	61	506	0.029069312568785036
39_BS2	HAMBI-2164	Cupriavidus	necator	17	188	0.010791688108862794
39_BS2	HAMBI-2443	Paracoccus	denitrificans	22	313	0.01799634926330099
39_BS2	HAMBI-2494	Paraburkholderia	kururiensis	4	42	0.0024111545047203115
39_BS2	HAMBI-2659	Stenotrophomonas	maltophilia	522	502	0.028824754378555906
39_BS2	HAMBI-2792	Moraxella	canis	0	0	0
39_BS2	HAMBI-3031	Niabella	yanshanensis	59	157	0.009038690257655668
39_BS2	HAMBI-3237	Microvirga	lotononidis	9	17	9.52666833378294e-4
39_BS3	HAMBI-0006	Pseudomonas	putida	799	53	0.002918310945019279
39_BS3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_BS3	HAMBI-0105	Agrobacterium	tumefaciens	418	982	0.05416429112676511
39_BS3	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_BS3	HAMBI-0403	Comamonas	testosteroni	826	589	0.03251352179031911
39_BS3	HAMBI-1279	Hafnia	alvei	94	184	0.010175723595288833
39_BS3	HAMBI-1287	Citrobacter	koseri	8033	8080	0.44586653761767525
39_BS3	HAMBI-1292	Morganella	morganii	114	412	0.022709599925730323
39_BS3	HAMBI-1299	Kluyvera	intermedia	40	92	0.005076990117993522
39_BS3	HAMBI-1842	Sphingobium	yanoikuyae	434	552	0.030476926364617008
39_BS3	HAMBI-1896	Sphingobacterium	spiritivorum	1222	1654	0.09125473159324352
39_BS3	HAMBI-1972	Aeromonas	caviae	3451	530	0.029251584657947815
39_BS3	HAMBI-1977	Pseudomonas	chlororaphis	1933	3164	0.17460184665793593
39_BS3	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_BS3	HAMBI-2159	Paraburkholderia	caryophylli	2	29	0.001617676714916648
39_BS3	HAMBI-2160	Bordetella	avium	60	437	0.02409761887888819
39_BS3	HAMBI-2164	Cupriavidus	necator	21	204	0.011235119937808064
39_BS3	HAMBI-2443	Paracoccus	denitrificans	36	450	0.024818880468409143
39_BS3	HAMBI-2494	Paraburkholderia	kururiensis	9	83	0.004572203091358916
39_BS3	HAMBI-2659	Stenotrophomonas	maltophilia	561	473	0.026108139701005516
39_BS3	HAMBI-2792	Moraxella	canis	0	0	0
39_BS3	HAMBI-3031	Niabella	yanshanensis	62	145	0.008005033177669346
39_BS3	HAMBI-3237	Microvirga	lotononidis	6	10	5.352636374084337e-4
39_BS4	HAMBI-0006	Pseudomonas	putida	891	60	0.0026661997842275086
39_BS4	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_BS4	HAMBI-0105	Agrobacterium	tumefaciens	393	945	0.041721463348990885
39_BS4	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_BS4	HAMBI-0403	Comamonas	testosteroni	880	643	0.028378983723252916
39_BS4	HAMBI-1279	Hafnia	alvei	108	217	0.009578365468812597
39_BS4	HAMBI-1287	Citrobacter	koseri	9694	9982	0.4408190236874486
39_BS4	HAMBI-1292	Morganella	morganii	144	532	0.02350159426988409
39_BS4	HAMBI-1299	Kluyvera	intermedia	58	137	0.006031210974909539
39_BS4	HAMBI-1842	Sphingobium	yanoikuyae	404	526	0.02324304385353027
39_BS4	HAMBI-1896	Sphingobacterium	spiritivorum	2421	3354	0.14811845585548075
39_BS4	HAMBI-1972	Aeromonas	caviae	4812	757	0.033416445939012926
39_BS4	HAMBI-1977	Pseudomonas	chlororaphis	2105	3527	0.15577554489672488
39_BS4	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_BS4	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
39_BS4	HAMBI-2160	Bordetella	avium	68	507	0.022374945904833198
39_BS4	HAMBI-2164	Cupriavidus	necator	13	129	0.005698124982718205
39_BS4	HAMBI-2443	Paracoccus	denitrificans	44	563	0.02485206972552058
39_BS4	HAMBI-2494	Paraburkholderia	kururiensis	13	123	0.005410738637298294
39_BS4	HAMBI-2659	Stenotrophomonas	maltophilia	509	439	0.0194071181225931
39_BS4	HAMBI-2792	Moraxella	canis	0	0	0
39_BS4	HAMBI-3031	Niabella	yanshanensis	81	194	0.008568142205764021
39_BS4	HAMBI-3237	Microvirga	lotononidis	6	10	4.3852861899772367e-4
39_BS5	HAMBI-0006	Pseudomonas	putida	986	68	0.002743332356714381
39_BS5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_BS5	HAMBI-0105	Agrobacterium	tumefaciens	533	1304	0.052611504019010345
39_BS5	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_BS5	HAMBI-0403	Comamonas	testosteroni	1575	1171	0.04722600958699674
39_BS5	HAMBI-1279	Hafnia	alvei	33	67	0.002721247946008499
39_BS5	HAMBI-1287	Citrobacter	koseri	11319	11866	0.4785770837300993
39_BS5	HAMBI-1292	Morganella	morganii	168	632	0.02549356904568324
39_BS5	HAMBI-1299	Kluyvera	intermedia	32	77	0.003093948150651954
39_BS5	HAMBI-1842	Sphingobium	yanoikuyae	740	981	0.03958493008934066
39_BS5	HAMBI-1896	Sphingobacterium	spiritivorum	1990	2807	0.11320197107473909
39_BS5	HAMBI-1972	Aeromonas	caviae	4841	775	0.031257644527566755
39_BS5	HAMBI-1977	Pseudomonas	chlororaphis	1729	2950	0.1189675993998081
39_BS5	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_BS5	HAMBI-2159	Paraburkholderia	caryophylli	1	15	6.161386673191814e-4
39_BS5	HAMBI-2160	Bordetella	avium	81	614	0.02478133086832223
39_BS5	HAMBI-2164	Cupriavidus	necator	36	364	0.014671605650224457
39_BS5	HAMBI-2443	Paracoccus	denitrificans	22	286	0.011553646984845007
39_BS5	HAMBI-2494	Paraburkholderia	kururiensis	10	96	0.003869899884398482
39_BS5	HAMBI-2659	Stenotrophomonas	maltophilia	627	551	0.02222784367317347
39_BS5	HAMBI-2792	Moraxella	canis	0	0	0
39_BS5	HAMBI-3031	Niabella	yanshanensis	65	159	0.006392953266579523
39_BS5	HAMBI-3237	Microvirga	lotononidis	6	10	4.0774107851857514e-4
39_BS6	HAMBI-0006	Pseudomonas	putida	1309	97	0.0031130459425732673
39_BS6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
39_BS6	HAMBI-0105	Agrobacterium	tumefaciens	668	1754	0.05636043589396677
39_BS6	HAMBI-0262	Brevundimonas	bullata	0	0	0
39_BS6	HAMBI-0403	Comamonas	testosteroni	4153	3313	0.1064405221924488
39_BS6	HAMBI-1279	Hafnia	alvei	25	55	0.0017621324773766118
39_BS6	HAMBI-1287	Citrobacter	koseri	13463	15146	0.4865528910095008
39_BS6	HAMBI-1292	Morganella	morganii	182	735	0.023606799904107943
39_BS6	HAMBI-1299	Kluyvera	intermedia	21	54	0.0017355084013994963
39_BS6	HAMBI-1842	Sphingobium	yanoikuyae	533	759	0.024370797671854214
39_BS6	HAMBI-1896	Sphingobacterium	spiritivorum	1738	2631	0.08450746167918861
39_BS6	HAMBI-1972	Aeromonas	caviae	6388	1097	0.035255789568820105
39_BS6	HAMBI-1977	Pseudomonas	chlororaphis	1312	2402	0.07716349899098675
39_BS6	HAMBI-1988	Chitinophaga	sancti	0	0	0
39_BS6	HAMBI-2159	Paraburkholderia	caryophylli	5	82	0.0026332545410884295
39_BS6	HAMBI-2160	Bordetella	avium	115	936	0.030073350800234194
39_BS6	HAMBI-2164	Cupriavidus	necator	37	401	0.012889059876276929
39_BS6	HAMBI-2443	Paracoccus	denitrificans	17	238	0.007631145021636955
39_BS6	HAMBI-2494	Paraburkholderia	kururiensis	19	196	0.0062848903244875215
39_BS6	HAMBI-2659	Stenotrophomonas	maltophilia	1048	989	0.03175670598229456
39_BS6	HAMBI-2792	Moraxella	canis	0	0	0
39_BS6	HAMBI-3031	Niabella	yanshanensis	88	230	0.007398015174443984
39_BS6	HAMBI-3237	Microvirga	lotononidis	8	14	4.6469454731413567e-4
45_B1	HAMBI-0006	Pseudomonas	putida	4608	576	0.01813776907669113
45_B1	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
45_B1	HAMBI-0105	Agrobacterium	tumefaciens	914	4051	0.12763494363867764
45_B1	HAMBI-0262	Brevundimonas	bullata	0	0	0
45_B1	HAMBI-0403	Comamonas	testosteroni	469	631	0.019894976133600653
45_B1	HAMBI-1279	Hafnia	alvei	119	441	0.013882606784094002
45_B1	HAMBI-1287	Citrobacter	koseri	3353	6365	0.20056136624143836
45_B1	HAMBI-1292	Morganella	morganii	175	1192	0.03756897047168583
45_B1	HAMBI-1299	Kluyvera	intermedia	116	504	0.01586685778815791
45_B1	HAMBI-1842	Sphingobium	yanoikuyae	232	557	0.017557231453630678
45_B1	HAMBI-1896	Sphingobacterium	spiritivorum	2306	5890	0.18557954362347645
45_B1	HAMBI-1972	Aeromonas	caviae	17995	5217	0.16437770143869268
45_B1	HAMBI-1977	Pseudomonas	chlororaphis	740	2286	0.07203363179975011
45_B1	HAMBI-1988	Chitinophaga	sancti	0	0	0
45_B1	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
45_B1	HAMBI-2160	Bordetella	avium	75	1030	0.03246166246772976
45_B1	HAMBI-2164	Cupriavidus	necator	8	146	0.004612485548976177
45_B1	HAMBI-2443	Paracoccus	denitrificans	65	1533	0.04829249645111638
45_B1	HAMBI-2494	Paraburkholderia	kururiensis	12	208	0.0065697805461052096
45_B1	HAMBI-2659	Stenotrophomonas	maltophilia	450	716	0.022568993614832507
45_B1	HAMBI-2792	Moraxella	canis	0	0	0
45_B1	HAMBI-3031	Niabella	yanshanensis	67	296	0.009322510103477412
45_B1	HAMBI-3237	Microvirga	lotononidis	32	98	0.003076472817867129
45_B2	HAMBI-0006	Pseudomonas	putida	4871	651	0.01780524829431904
45_B2	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
45_B2	HAMBI-0105	Agrobacterium	tumefaciens	1109	5259	0.1438180672927211
45_B2	HAMBI-0262	Brevundimonas	bullata	0	0	0
45_B2	HAMBI-0403	Comamonas	testosteroni	964	1389	0.0379757290839608
45_B2	HAMBI-1279	Hafnia	alvei	136	539	0.014734027514077217
45_B2	HAMBI-1287	Citrobacter	koseri	3404	6915	0.1890870490689805
45_B2	HAMBI-1292	Morganella	morganii	162	1181	0.032297192098249994
45_B2	HAMBI-1299	Kluyvera	intermedia	123	571	0.015624155703069098
45_B2	HAMBI-1842	Sphingobium	yanoikuyae	341	876	0.023965193245257945
45_B2	HAMBI-1896	Sphingobacterium	spiritivorum	2245	6136	0.1677821099449204
45_B2	HAMBI-1972	Aeromonas	caviae	22026	6833	0.18684659760632552
45_B2	HAMBI-1977	Pseudomonas	chlororaphis	476	1574	0.04302977264692752
45_B2	HAMBI-1988	Chitinophaga	sancti	0	0	0
45_B2	HAMBI-2159	Paraburkholderia	caryophylli	4	118	0.0032379254846784523
45_B2	HAMBI-2160	Bordetella	avium	76	1117	0.030547916399739975
45_B2	HAMBI-2164	Cupriavidus	necator	9	176	0.004818879291685142
45_B2	HAMBI-2443	Paracoccus	denitrificans	72	1817	0.049677222172287344
45_B2	HAMBI-2494	Paraburkholderia	kururiensis	11	205	0.005592690791792376
45_B2	HAMBI-2659	Stenotrophomonas	maltophilia	420	715	0.01956173976643652
45_B2	HAMBI-2792	Moraxella	canis	0	0	0
45_B2	HAMBI-3031	Niabella	yanshanensis	70	331	0.00904512570447383
45_B2	HAMBI-3237	Microvirga	lotononidis	51	167	0.004553357890097318
45_B3	HAMBI-0006	Pseudomonas	putida	4744	624	0.019453121474462435
45_B3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
45_B3	HAMBI-0105	Agrobacterium	tumefaciens	820	3827	0.11929176603270622
45_B3	HAMBI-0262	Brevundimonas	bullata	0	0	0
45_B3	HAMBI-0403	Comamonas	testosteroni	897	1272	0.03964023708502236
45_B3	HAMBI-1279	Hafnia	alvei	134	522	0.016285536872106616
45_B3	HAMBI-1287	Citrobacter	koseri	3638	7273	0.2266990192035533
45_B3	HAMBI-1292	Morganella	morganii	199	1428	0.0445058953245281
45_B3	HAMBI-1299	Kluyvera	intermedia	141	645	0.020092097323436125
45_B3	HAMBI-1842	Sphingobium	yanoikuyae	274	693	0.021601894105826996
45_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1953	5253	0.16373678669239827
45_B3	HAMBI-1972	Aeromonas	caviae	18384	5613	0.1749461075268728
45_B3	HAMBI-1977	Pseudomonas	chlororaphis	248	807	0.025149450081924925
45_B3	HAMBI-1988	Chitinophaga	sancti	0	0	0
45_B3	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
45_B3	HAMBI-2160	Bordetella	avium	77	1114	0.03471949822024433
45_B3	HAMBI-2164	Cupriavidus	necator	14	270	0.008409037470237876
45_B3	HAMBI-2443	Paracoccus	denitrificans	51	1266	0.0394738690899516
45_B3	HAMBI-2494	Paraburkholderia	kururiensis	23	421	0.013118092027215438
45_B3	HAMBI-2659	Stenotrophomonas	maltophilia	384	644	0.020063381200203356
45_B3	HAMBI-2792	Moraxella	canis	0	0	0
45_B3	HAMBI-3031	Niabella	yanshanensis	58	270	0.008407352835501041
45_B3	HAMBI-3237	Microvirga	lotononidis	44	141	0.004406857433808247
45_B4	HAMBI-0006	Pseudomonas	putida	5156	656	0.018327979515218803
45_B4	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
45_B4	HAMBI-0105	Agrobacterium	tumefaciens	875	3947	0.1103473053851142
45_B4	HAMBI-0262	Brevundimonas	bullata	0	0	0
45_B4	HAMBI-0403	Comamonas	testosteroni	716	981	0.02742924706056259
45_B4	HAMBI-1279	Hafnia	alvei	217	818	0.02286199257518567
45_B4	HAMBI-1287	Citrobacter	koseri	4928	9523	0.2662040811586663
45_B4	HAMBI-1292	Morganella	morganii	142	985	0.027530232164449706
45_B4	HAMBI-1299	Kluyvera	intermedia	189	835	0.02334667449908837
45_B4	HAMBI-1842	Sphingobium	yanoikuyae	349	853	0.023851942880949155
45_B4	HAMBI-1896	Sphingobacterium	spiritivorum	2217	5764	0.16112642702125626
45_B4	HAMBI-1972	Aeromonas	caviae	19945	5886	0.164533894330297
45_B4	HAMBI-1977	Pseudomonas	chlororaphis	326	1025	0.028658369388804044
45_B4	HAMBI-1988	Chitinophaga	sancti	0	0	0
45_B4	HAMBI-2159	Paraburkholderia	caryophylli	4	113	0.00314875323984925
45_B4	HAMBI-2160	Bordetella	avium	97	1356	0.03791503949941848
45_B4	HAMBI-2164	Cupriavidus	necator	14	261	0.007289594181181592
45_B4	HAMBI-2443	Paracoccus	denitrificans	62	1488	0.04159951560427267
45_B4	HAMBI-2494	Paraburkholderia	kururiensis	14	248	0.006921941692393135
45_B4	HAMBI-2659	Stenotrophomonas	maltophilia	442	716	0.020019454223514154
45_B4	HAMBI-2792	Moraxella	canis	0	0	0
45_B4	HAMBI-3031	Niabella	yanshanensis	50	225	0.006282873975410312
45_B4	HAMBI-3237	Microvirga	lotononidis	30	93	0.002604681604368246
45_B5	HAMBI-0006	Pseudomonas	putida	4042	437	0.016165038177010843
45_B5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
45_B5	HAMBI-0105	Agrobacterium	tumefaciens	786	3014	0.11152056698759634
45_B5	HAMBI-0262	Brevundimonas	bullata	0	0	0
45_B5	HAMBI-0403	Comamonas	testosteroni	616	717	0.026549742877101604
45_B5	HAMBI-1279	Hafnia	alvei	230	737	0.027262201591661567
45_B5	HAMBI-1287	Citrobacter	koseri	4692	7705	0.2851548463022941
45_B5	HAMBI-1292	Morganella	morganii	169	996	0.03686268604357775
45_B5	HAMBI-1299	Kluyvera	intermedia	144	541	0.020012643528783385
45_B5	HAMBI-1842	Sphingobium	yanoikuyae	317	659	0.024374534998305834
45_B5	HAMBI-1896	Sphingobacterium	spiritivorum	1802	3982	0.14734473214050547
45_B5	HAMBI-1972	Aeromonas	caviae	12801	3210	0.11880753282821793
45_B5	HAMBI-1977	Pseudomonas	chlororaphis	722	1930	0.07140848464115675
45_B5	HAMBI-1988	Chitinophaga	sancti	0	0	0
45_B5	HAMBI-2159	Paraburkholderia	caryophylli	2	48	0.001771280636757514
45_B5	HAMBI-2160	Bordetella	avium	68	808	0.029903872651247117
45_B5	HAMBI-2164	Cupriavidus	necator	7	111	0.004100644299318092
45_B5	HAMBI-2443	Paracoccus	denitrificans	43	877	0.032459646289781645
45_B5	HAMBI-2494	Paraburkholderia	kururiensis	18	271	0.010012698740569042
45_B5	HAMBI-2659	Stenotrophomonas	maltophilia	463	638	0.023593354784791676
45_B5	HAMBI-2792	Moraxella	canis	0	0	0
45_B5	HAMBI-3031	Niabella	yanshanensis	67	256	0.009472004380964969
45_B5	HAMBI-3237	Microvirga	lotononidis	33	87	0.0032234881003584373
45_B6	HAMBI-0006	Pseudomonas	putida	3151	339	0.01433962339350868
45_B6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
45_B6	HAMBI-0105	Agrobacterium	tumefaciens	736	2808	0.11882810024070765
45_B6	HAMBI-0262	Brevundimonas	bullata	0	0	0
45_B6	HAMBI-0403	Comamonas	testosteroni	759	880	0.037224622315157684
45_B6	HAMBI-1279	Hafnia	alvei	156	497	0.021041011031529996
45_B6	HAMBI-1287	Citrobacter	koseri	3835	6267	0.2652143621073111
45_B6	HAMBI-1292	Morganella	morganii	125	733	0.031025529535233628
45_B6	HAMBI-1299	Kluyvera	intermedia	124	463	0.019609773144370853
45_B6	HAMBI-1842	Sphingobium	yanoikuyae	289	597	0.025286215603230466
45_B6	HAMBI-1896	Sphingobacterium	spiritivorum	1431	3146	0.13314607779277995
