sample	strainID	genus	species	count	count_correct	f_correct
78_B2	HAMBI-0262	Brevundimonas	bullata	12	3	1.291433433332706e-4
78_B2	HAMBI-0403	Comamonas	testosteroni	1119	1493	0.058583918727760455
78_B2	HAMBI-1279	Hafnia	alvei	130	477	0.01871738467572393
78_B2	HAMBI-1287	Citrobacter	koseri	1971	3708	0.14550506208978364
78_B2	HAMBI-1292	Morganella	morganii	296	1998	0.0784261162272724
78_B2	HAMBI-1299	Kluyvera	intermedia	126	542	0.021270673311585952
78_B2	HAMBI-1842	Sphingobium	yanoikuyae	136	324	0.012702368575812686
78_B2	HAMBI-1896	Sphingobacterium	spiritivorum	1350	3417	0.1340856557419101
78_B2	HAMBI-1972	Aeromonas	caviae	14294	4106	0.16114713264572667
78_B2	HAMBI-1977	Pseudomonas	chlororaphis	480	1469	0.057666365677076704
78_B2	HAMBI-1988	Chitinophaga	sancti	2	8	2.9852603523016e-4
78_B2	HAMBI-2159	Paraburkholderia	caryophylli	11	302	0.011833651885336681
78_B2	HAMBI-2160	Bordetella	avium	79	1075	0.04220018335546315
78_B2	HAMBI-2164	Cupriavidus	necator	14	254	0.009962098225681311
78_B2	HAMBI-2443	Paracoccus	denitrificans	39	911	0.03576091803873572
78_B2	HAMBI-2494	Paraburkholderia	kururiensis	24	413	0.016216555428341127
78_B2	HAMBI-2659	Stenotrophomonas	maltophilia	567	894	0.03509623190751504
78_B2	HAMBI-2792	Moraxella	canis	12	20	7.720930491227169e-4
78_B2	HAMBI-3031	Niabella	yanshanensis	64	280	0.010990457883179462
78_B2	HAMBI-3237	Microvirga	lotononidis	47	142	0.005576718388738322
78_B3	HAMBI-0006	Pseudomonas	putida	3589	467	0.02064067517471466
78_B3	HAMBI-0097	Acinetobacter	lwoffii	1	2	1.0607885141828086e-4
78_B3	HAMBI-0105	Agrobacterium	tumefaciens	582	2685	0.11874775915285607
78_B3	HAMBI-0262	Brevundimonas	bullata	0	0	0
78_B3	HAMBI-0403	Comamonas	testosteroni	895	1254	0.055471851053791356
78_B3	HAMBI-1279	Hafnia	alvei	90	347	0.015340715430669968
78_B3	HAMBI-1287	Citrobacter	koseri	2588	5115	0.22618147977654604
78_B3	HAMBI-1292	Morganella	morganii	90	638	0.028230124782400626
78_B3	HAMBI-1299	Kluyvera	intermedia	64	289	0.012790630618970213
78_B3	HAMBI-1842	Sphingobium	yanoikuyae	103	258	0.011388966547530733
78_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1519	4039	0.1786107591588286
78_B3	HAMBI-1972	Aeromonas	caviae	12224	3689	0.1631486319993506
78_B3	HAMBI-1977	Pseudomonas	chlororaphis	298	958	0.04238370313682533
78_B3	HAMBI-1988	Chitinophaga	sancti	1	4	1.7670690005245357e-4
78_B3	HAMBI-2159	Paraburkholderia	caryophylli	3	86	0.003820750245321784
78_B3	HAMBI-2160	Bordetella	avium	66	944	0.0417380805586237
78_B3	HAMBI-2164	Cupriavidus	necator	10	190	0.008424110882566106
78_B3	HAMBI-2443	Paracoccus	denitrificans	21	515	0.0227963143874175
78_B3	HAMBI-2494	Paraburkholderia	kururiensis	11	199	0.008799162639108361
78_B3	HAMBI-2659	Stenotrophomonas	maltophilia	390	646	0.02857875662460498
78_B3	HAMBI-2792	Moraxella	canis	4	7	3.046840211827933e-4
78_B3	HAMBI-3031	Niabella	yanshanensis	53	244	0.01077489316419749
78_B3	HAMBI-3237	Microvirga	lotononidis	11	35	0.0015451648930224031
78_B4	HAMBI-0006	Pseudomonas	putida	3863	452	0.01929374349007898
78_B4	HAMBI-0097	Acinetobacter	lwoffii	4	9	3.684937711761662e-4
78_B4	HAMBI-0105	Agrobacterium	tumefaciens	646	2682	0.11446594747577808
78_B4	HAMBI-0262	Brevundimonas	bullata	0	0	0
78_B4	HAMBI-0403	Comamonas	testosteroni	1071	1351	0.057647495601996036
78_B4	HAMBI-1279	Hafnia	alvei	142	492	0.021020004271798134
78_B4	HAMBI-1287	Citrobacter	koseri	3569	6347	0.2708823248880954
78_B4	HAMBI-1292	Morganella	morganii	110	702	0.02996431297995282
78_B4	HAMBI-1299	Kluyvera	intermedia	92	374	0.015967655772428774
78_B4	HAMBI-1842	Sphingobium	yanoikuyae	125	281	0.012003239088496067
78_B4	HAMBI-1896	Sphingobacterium	spiritivorum	1545	3696	0.1577682751183164
78_B4	HAMBI-1972	Aeromonas	caviae	11134	3024	0.12905138310827613
78_B4	HAMBI-1977	Pseudomonas	chlororaphis	402	1163	0.04965351972893391
78_B4	HAMBI-1988	Chitinophaga	sancti	2	7	3.0691976356541213e-4
78_B4	HAMBI-2159	Paraburkholderia	caryophylli	2	52	0.0022120693675771563
78_B4	HAMBI-2160	Bordetella	avium	61	785	0.03350115062940057
78_B4	HAMBI-2164	Cupriavidus	necator	11	189	0.008047446736698936
78_B4	HAMBI-2443	Paracoccus	denitrificans	29	641	0.02733913012320873
78_B4	HAMBI-2494	Paraburkholderia	kururiensis	6	98	0.0041681300544477735
78_B4	HAMBI-2659	Stenotrophomonas	maltophilia	543	810	0.03455571661047513
78_B4	HAMBI-2792	Moraxella	canis	1	2	6.61501812576528e-5
78_B4	HAMBI-3031	Niabella	yanshanensis	56	232	0.009887044327081306
78_B4	HAMBI-3237	Microvirga	lotononidis	15	43	0.0018298469109604056
78_B5	HAMBI-0006	Pseudomonas	putida	3721	410	0.022647037074176875
78_B5	HAMBI-0097	Acinetobacter	lwoffii	5	10	5.613065279566741e-4
78_B5	HAMBI-0105	Agrobacterium	tumefaciens	491	1918	0.10601936786695283
78_B5	HAMBI-0262	Brevundimonas	bullata	0	0	0
78_B5	HAMBI-0403	Comamonas	testosteroni	961	1141	0.06303391628138133
78_B5	HAMBI-1279	Hafnia	alvei	114	372	0.020564077682847064
78_B5	HAMBI-1287	Citrobacter	koseri	3012	5041	0.2785794115208201
78_B5	HAMBI-1292	Morganella	morganii	110	661	0.03651440712867555
78_B5	HAMBI-1299	Kluyvera	intermedia	67	256	0.014170594344356836
78_B5	HAMBI-1842	Sphingobium	yanoikuyae	164	347	0.019190762054655943
78_B5	HAMBI-1896	Sphingobacterium	spiritivorum	1368	3080	0.1702304393094622
78_B5	HAMBI-1972	Aeromonas	caviae	7202	1841	0.10172424903144951
78_B5	HAMBI-1977	Pseudomonas	chlororaphis	283	771	0.04259615027879745
78_B5	HAMBI-1988	Chitinophaga	sancti	1	3	1.8700567588788322e-4
78_B5	HAMBI-2159	Paraburkholderia	caryophylli	4	98	0.005391240008647867
78_B5	HAMBI-2160	Bordetella	avium	51	618	0.03413186298065389
78_B5	HAMBI-2164	Cupriavidus	necator	1	16	8.915082257009312e-4
78_B5	HAMBI-2443	Paracoccus	denitrificans	24	499	0.027571339423038115
78_B5	HAMBI-2494	Paraburkholderia	kururiensis	10	153	0.008465447874343033
78_B5	HAMBI-2659	Stenotrophomonas	maltophilia	438	615	0.03396675928709064
78_B5	HAMBI-2792	Moraxella	canis	2	3	1.6122075962119524e-4
78_B5	HAMBI-3031	Niabella	yanshanensis	54	210	0.011618020620414806
78_B5	HAMBI-3237	Microvirga	lotononidis	12	32	0.001783876043069225
78_B6	HAMBI-0006	Pseudomonas	putida	3423	391	0.022062227570889107
78_B6	HAMBI-0097	Acinetobacter	lwoffii	3	6	3.566498808644941e-4
78_B6	HAMBI-0105	Agrobacterium	tumefaciens	517	2095	0.11821837932924928
78_B6	HAMBI-0262	Brevundimonas	bullata	2	1	2.8557098906768464e-5
78_B6	HAMBI-0403	Comamonas	testosteroni	648	798	0.045010791363009076
78_B6	HAMBI-1279	Hafnia	alvei	133	450	0.025406612584858053
78_B6	HAMBI-1287	Citrobacter	koseri	2915	5060	0.2855113306075179
78_B6	HAMBI-1292	Morganella	morganii	105	654	0.036910642696833036
78_B6	HAMBI-1299	Kluyvera	intermedia	58	230	0.01299068333936077
78_B6	HAMBI-1842	Sphingobium	yanoikuyae	126	277	0.015613837587010898
78_B6	HAMBI-1896	Sphingobacterium	spiritivorum	1061	2478	0.13981612009840488
78_B6	HAMBI-1972	Aeromonas	caviae	7698	2041	0.11514365787277415
78_B6	HAMBI-1977	Pseudomonas	chlororaphis	390	1102	0.06216404438999284
78_B6	HAMBI-1988	Chitinophaga	sancti	0	0	0
78_B6	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
78_B6	HAMBI-2160	Bordetella	avium	51	641	0.03614520842425531
78_B6	HAMBI-2164	Cupriavidus	necator	4	67	0.0037763834512241877
78_B6	HAMBI-2443	Paracoccus	denitrificans	14	302	0.017031990200830897
78_B6	HAMBI-2494	Paraburkholderia	kururiensis	12	191	0.010757761848378405
78_B6	HAMBI-2659	Stenotrophomonas	maltophilia	511	744	0.04196542666681674
78_B6	HAMBI-2792	Moraxella	canis	0	0	0
78_B6	HAMBI-3031	Niabella	yanshanensis	39	157	0.008885742629536416
78_B6	HAMBI-3237	Microvirga	lotononidis	14	39	0.002203952359286875
78_BS1	HAMBI-0006	Pseudomonas	putida	9473	836	0.021639799678039497
78_BS1	HAMBI-0097	Acinetobacter	lwoffii	6	10	2.528106218636774e-4
78_BS1	HAMBI-0105	Agrobacterium	tumefaciens	953	2983	0.0772343679387841
78_BS1	HAMBI-0262	Brevundimonas	bullata	1	0	5.060661954900298e-6
78_BS1	HAMBI-0403	Comamonas	testosteroni	2262	2151	0.05568746921556198
78_BS1	HAMBI-1279	Hafnia	alvei	138	361	0.009343238793929814
78_BS1	HAMBI-1287	Citrobacter	koseri	11356	15224	0.39421524097406335
78_BS1	HAMBI-1292	Morganella	morganii	177	852	0.022052549854311154
78_BS1	HAMBI-1299	Kluyvera	intermedia	76	233	0.006033104297137763
78_BS1	HAMBI-1842	Sphingobium	yanoikuyae	394	668	0.017304480756751464
78_BS1	HAMBI-1896	Sphingobacterium	spiritivorum	2730	4924	0.12750515612994856
78_BS1	HAMBI-1972	Aeromonas	caviae	8012	1640	0.04247430622128812
78_BS1	HAMBI-1977	Pseudomonas	chlororaphis	1090	2378	0.0615778314829222
78_BS1	HAMBI-1988	Chitinophaga	sancti	2	5	1.4037790659990996e-4
78_BS1	HAMBI-2159	Paraburkholderia	caryophylli	5	98	0.0025293717115750947
78_BS1	HAMBI-2160	Bordetella	avium	129	1251	0.03240361813582621
78_BS1	HAMBI-2164	Cupriavidus	necator	19	246	0.0063575960972302925
78_BS1	HAMBI-2443	Paracoccus	denitrificans	139	2315	0.059934294995990456
78_BS1	HAMBI-2494	Paraburkholderia	kururiensis	14	172	0.004448278330441583
78_BS1	HAMBI-2659	Stenotrophomonas	maltophilia	1422	1598	0.041389823765920535
78_BS1	HAMBI-2792	Moraxella	canis	1	1	3.0255542550536406e-5
78_BS1	HAMBI-3031	Niabella	yanshanensis	207	646	0.016715628341695734
78_BS1	HAMBI-3237	Microvirga	lotononidis	13	28	7.253385456129584e-4
78_BS2	HAMBI-0006	Pseudomonas	putida	8694	759	0.020244476369294002
78_BS2	HAMBI-0097	Acinetobacter	lwoffii	5	8	2.1475104421751884e-4
78_BS2	HAMBI-0105	Agrobacterium	tumefaciens	975	3022	0.08054591606649505
78_BS2	HAMBI-0262	Brevundimonas	bullata	1	0	5.158560654936721e-6
78_BS2	HAMBI-0403	Comamonas	testosteroni	943	888	0.023664524738056348
78_BS2	HAMBI-1279	Hafnia	alvei	172	445	0.011870472945615284
78_BS2	HAMBI-1287	Citrobacter	koseri	11447	15196	0.405061459407383
78_BS2	HAMBI-1292	Morganella	morganii	160	762	0.020320142173004572
78_BS2	HAMBI-1299	Kluyvera	intermedia	84	255	0.00679716387183801
78_BS2	HAMBI-1842	Sphingobium	yanoikuyae	422	709	0.018892786411419192
78_BS2	HAMBI-1896	Sphingobacterium	spiritivorum	2066	3690	0.09835957213873277
78_BS2	HAMBI-1972	Aeromonas	caviae	8409	1705	0.04544131796615152
78_BS2	HAMBI-1977	Pseudomonas	chlororaphis	1987	4293	0.11442395987037489
78_BS2	HAMBI-1988	Chitinophaga	sancti	0	0	0
78_BS2	HAMBI-2159	Paraburkholderia	caryophylli	3	58	0.0015469815027348488
78_BS2	HAMBI-2160	Bordetella	avium	134	1287	0.03431071804759347
78_BS2	HAMBI-2164	Cupriavidus	necator	32	409	0.010914667853643645
78_BS2	HAMBI-2443	Paracoccus	denitrificans	80	1319	0.035161856826709983
78_BS2	HAMBI-2494	Paraburkholderia	kururiensis	21	255	0.006801495668586591
78_BS2	HAMBI-2659	Stenotrophomonas	maltophilia	1691	1882	0.050171698271748534
78_BS2	HAMBI-2792	Moraxella	canis	2	2	6.16816743682441e-5
78_BS2	HAMBI-3031	Niabella	yanshanensis	179	553	0.014734201515895863
78_BS2	HAMBI-3237	Microvirga	lotononidis	8	17	4.5499707548184366e-4
78_BS3	HAMBI-0006	Pseudomonas	putida	11069	939	0.025998758459598086
78_BS3	HAMBI-0097	Acinetobacter	lwoffii	4	6	1.732936227345663e-4
78_BS3	HAMBI-0105	Agrobacterium	tumefaciens	1249	3759	0.10407793275158567
78_BS3	HAMBI-0262	Brevundimonas	bullata	0	0	0
78_BS3	HAMBI-0403	Comamonas	testosteroni	1445	1321	0.03657726685313527
78_BS3	HAMBI-1279	Hafnia	alvei	120	302	0.008353685699449807
78_BS3	HAMBI-1287	Citrobacter	koseri	5588	7204	0.1994540904338022
78_BS3	HAMBI-1292	Morganella	morganii	258	1194	0.033050936908486005
78_BS3	HAMBI-1299	Kluyvera	intermedia	61	180	0.0049789251672567114
78_BS3	HAMBI-1842	Sphingobium	yanoikuyae	473	771	0.021360037663153846
78_BS3	HAMBI-1896	Sphingobacterium	spiritivorum	3151	5465	0.15131849962927055
78_BS3	HAMBI-1972	Aeromonas	caviae	6681	1315	0.036417099093398554
78_BS3	HAMBI-1977	Pseudomonas	chlororaphis	3522	7389	0.2045812215409803
78_BS3	HAMBI-1988	Chitinophaga	sancti	2	5	1.4433687046411307e-4
78_BS3	HAMBI-2159	Paraburkholderia	caryophylli	1	19	5.201411047248664e-4
78_BS3	HAMBI-2160	Bordetella	avium	145	1353	0.037449870513933975
78_BS3	HAMBI-2164	Cupriavidus	necator	34	422	0.011697600158688067
78_BS3	HAMBI-2443	Paracoccus	denitrificans	94	1505	0.04167417176705526
78_BS3	HAMBI-2494	Paraburkholderia	kururiensis	22	260	0.007187289221058417
78_BS3	HAMBI-2659	Stenotrophomonas	maltophilia	2018	2181	0.060393982066465936
78_BS3	HAMBI-2792	Moraxella	canis	2	2	6.221762999194112e-5
78_BS3	HAMBI-3031	Niabella	yanshanensis	166	498	0.013782848166411399
78_BS3	HAMBI-3237	Microvirga	lotononidis	13	27	7.457946783545559e-4
78_BS4	HAMBI-0006	Pseudomonas	putida	9828	768	0.018080734374798912
78_BS4	HAMBI-0097	Acinetobacter	lwoffii	32	46	0.001085873574011375
78_BS4	HAMBI-0105	Agrobacterium	tumefaciens	969	2685	0.06324507217485946
78_BS4	HAMBI-0262	Brevundimonas	bullata	5	1	2.037804663076827e-5
78_BS4	HAMBI-0403	Comamonas	testosteroni	1486	1251	0.02946245345809108
78_BS4	HAMBI-1279	Hafnia	alvei	279	646	0.015212751981370428
78_BS4	HAMBI-1287	Citrobacter	koseri	12878	15284	0.36003246756404683
78_BS4	HAMBI-1292	Morganella	morganii	593	2526	0.05950116360921991
78_BS4	HAMBI-1299	Kluyvera	intermedia	191	518	0.012210848065915731
78_BS4	HAMBI-1842	Sphingobium	yanoikuyae	256	384	0.009054980827238499
78_BS4	HAMBI-1896	Sphingobacterium	spiritivorum	3578	5713	0.13458313974505431
78_BS4	HAMBI-1972	Aeromonas	caviae	7596	1377	0.03243064069257407
78_BS4	HAMBI-1977	Pseudomonas	chlororaphis	2347	4533	0.10678154536711339
78_BS4	HAMBI-1988	Chitinophaga	sancti	6	14	3.39160475698554e-4
78_BS4	HAMBI-2159	Paraburkholderia	caryophylli	3	52	0.001222219270388842
78_BS4	HAMBI-2160	Bordetella	avium	175	1503	0.03540194012821666
78_BS4	HAMBI-2164	Cupriavidus	necator	48	549	0.012934980822686055
78_BS4	HAMBI-2443	Paracoccus	denitrificans	106	1563	0.03680880221862761
78_BS4	HAMBI-2494	Paraburkholderia	kururiensis	48	521	0.012282601859784631
78_BS4	HAMBI-2659	Stenotrophomonas	maltophilia	1718	1710	0.04027192224228802
78_BS4	HAMBI-2792	Moraxella	canis	7	7	1.705643268410407e-4
78_BS4	HAMBI-3031	Niabella	yanshanensis	259	715	0.016843694053785913
78_BS4	HAMBI-3237	Microvirga	lotononidis	45	86	0.002022065120757833
78_BS5	HAMBI-0006	Pseudomonas	putida	1401	108	0.003430809151697865
78_BS5	HAMBI-0097	Acinetobacter	lwoffii	6	9	0.00027101170139395923
78_BS5	HAMBI-0105	Agrobacterium	tumefaciens	596	1637	0.051779360410991133
78_BS5	HAMBI-0262	Brevundimonas	bullata	1	0	5.425003888154512e-6
78_BS5	HAMBI-0403	Comamonas	testosteroni	3934	3283	0.10382261469445904
78_BS5	HAMBI-1279	Hafnia	alvei	88	202	0.006386953586385475
78_BS5	HAMBI-1287	Citrobacter	koseri	10440	12286	0.3885091497970645
78_BS5	HAMBI-1292	Morganella	morganii	142	600	0.01896560129508783
78_BS5	HAMBI-1299	Kluyvera	intermedia	39	105	0.0033188266878566774
78_BS5	HAMBI-1842	Sphingobium	yanoikuyae	463	689	0.021798974694009557
78_BS5	HAMBI-1896	Sphingobacterium	spiritivorum	2078	3290	0.10404072486820297
78_BS5	HAMBI-1972	Aeromonas	caviae	9154	1645	0.052022232657151266
78_BS5	HAMBI-1977	Pseudomonas	chlororaphis	2244	4298	0.13589812700828008
78_BS5	HAMBI-1988	Chitinophaga	sancti	0	0	0
78_BS5	HAMBI-2159	Paraburkholderia	caryophylli	1	17	5.422947231871867e-4
78_BS5	HAMBI-2160	Bordetella	avium	115	979	0.030966659684906788
78_BS5	HAMBI-2164	Cupriavidus	necator	22	250	0.007891412384091178
78_BS5	HAMBI-2443	Paracoccus	denitrificans	72	1052	0.0332801919921937
78_BS5	HAMBI-2494	Paraburkholderia	kururiensis	20	215	0.006812188222833412
78_BS5	HAMBI-2659	Stenotrophomonas	maltophilia	709	700	0.02212243571516237
78_BS5	HAMBI-2792	Moraxella	canis	1	1	3.24337878004179e-5
78_BS5	HAMBI-3031	Niabella	yanshanensis	86	235	0.007444637197397616
78_BS5	HAMBI-3237	Microvirga	lotononidis	11	21	6.579347359588316e-4
78_BS6	HAMBI-0006	Pseudomonas	putida	1587	145	0.004370765166646109
78_BS6	HAMBI-0097	Acinetobacter	lwoffii	22	37	0.0011175876528252977
78_BS6	HAMBI-0105	Agrobacterium	tumefaciens	787	2544	0.07689662449717184
78_BS6	HAMBI-0262	Brevundimonas	bullata	12	2	7.321556560334047e-5
78_BS6	HAMBI-0403	Comamonas	testosteroni	3615	3550	0.10729711133644039
78_BS6	HAMBI-1279	Hafnia	alvei	107	289	0.0087340764217548
78_BS6	HAMBI-1287	Citrobacter	koseri	5917	8194	0.24764208043528907
78_BS6	HAMBI-1292	Morganella	morganii	404	2008	0.06068505626993471
78_BS6	HAMBI-1299	Kluyvera	intermedia	139	440	0.013303223542612437
78_BS6	HAMBI-1842	Sphingobium	yanoikuyae	311	545	0.01646787595987808
78_BS6	HAMBI-1896	Sphingobacterium	spiritivorum	1962	3656	0.11047880068195465
78_BS6	HAMBI-1972	Aeromonas	caviae	15484	3275	0.09896539524809413
78_BS6	HAMBI-1977	Pseudomonas	chlororaphis	1553	3500	0.10577528306711846
78_BS6	HAMBI-1988	Chitinophaga	sancti	6	17	5.077323837039317e-4
78_BS6	HAMBI-2159	Paraburkholderia	caryophylli	7	141	0.004269288862936109
78_BS6	HAMBI-2160	Bordetella	avium	143	1433	0.043306659007178366
78_BS6	HAMBI-2164	Cupriavidus	necator	27	360	0.01089225861567854
78_BS6	HAMBI-2443	Paracoccus	denitrificans	60	1032	0.031190813283928875
78_BS6	HAMBI-2494	Paraburkholderia	kururiensis	55	697	0.021068880257019296
78_BS6	HAMBI-2659	Stenotrophomonas	maltophilia	771	895	0.02705597609504835
78_BS6	HAMBI-2792	Moraxella	canis	9	11	0.00032829351380531493
78_BS6	HAMBI-3031	Niabella	yanshanensis	70	226	0.006814990403435885
78_BS6	HAMBI-3237	Microvirga	lotononidis	41	91	0.0027580117319420797
79_B1	HAMBI-0006	Pseudomonas	putida	4441	561	0.018806010557697452
79_B1	HAMBI-0097	Acinetobacter	lwoffii	5	12	3.9053887820472694e-4
79_B1	HAMBI-0105	Agrobacterium	tumefaciens	720	3227	0.10816839759885857
79_B1	HAMBI-0262	Brevundimonas	bullata	0	0	0
79_B1	HAMBI-0403	Comamonas	testosteroni	1405	1913	0.06411968919186108
79_B1	HAMBI-1279	Hafnia	alvei	170	637	0.021336220317003524
79_B1	HAMBI-1287	Citrobacter	koseri	3730	7161	0.2400308495782953
79_B1	HAMBI-1292	Morganella	morganii	140	965	0.032334323976658856
79_B1	HAMBI-1299	Kluyvera	intermedia	93	408	0.013685491305552477
79_B1	HAMBI-1842	Sphingobium	yanoikuyae	150	364	0.012212478525600864
79_B1	HAMBI-1896	Sphingobacterium	spiritivorum	1627	4203	0.14086492126443803
79_B1	HAMBI-1972	Aeromonas	caviae	15918	4667	0.1564314450355735
79_B1	HAMBI-1977	Pseudomonas	chlororaphis	693	2165	0.07257404522591697
79_B1	HAMBI-1988	Chitinophaga	sancti	0	0	0
79_B1	HAMBI-2159	Paraburkholderia	caryophylli	1	28	9.377624881606125e-4
79_B1	HAMBI-2160	Bordetella	avium	83	1153	0.03864845089070567
79_B1	HAMBI-2164	Cupriavidus	necator	12	222	0.007443390127165651
79_B1	HAMBI-2443	Paracoccus	denitrificans	35	835	0.02797556386603828
79_B1	HAMBI-2494	Paraburkholderia	kururiensis	10	176	0.0058899840847774845
79_B1	HAMBI-2659	Stenotrophomonas	maltophilia	533	858	0.028758841908059107
79_B1	HAMBI-2792	Moraxella	canis	1	2	5.60860879660351e-5
79_B1	HAMBI-3031	Niabella	yanshanensis	52	232	0.007784055219967517
79_B1	HAMBI-3237	Microvirga	lotononidis	15	46	0.001551453871498348
79_B2	HAMBI-0006	Pseudomonas	putida	5257	691	0.019524797448334363
79_B2	HAMBI-0097	Acinetobacter	lwoffii	12	29	8.220688154673176e-4
79_B2	HAMBI-0105	Agrobacterium	tumefaciens	935	4359	0.1232004143107624
79_B2	HAMBI-0262	Brevundimonas	bullata	12	3	9.873506931181189e-5
79_B2	HAMBI-0403	Comamonas	testosteroni	1688	2391	0.06756475158175787
79_B2	HAMBI-1279	Hafnia	alvei	160	623	0.017612508115461143
79_B2	HAMBI-1287	Citrobacter	koseri	2568	5129	0.14493921593560974
79_B2	HAMBI-1292	Morganella	morganii	432	3097	0.08750888581496577
79_B2	HAMBI-1299	Kluyvera	intermedia	176	804	0.02271552455158152
79_B2	HAMBI-1842	Sphingobium	yanoikuyae	142	359	0.010139897294880984
79_B2	HAMBI-1896	Sphingobacterium	spiritivorum	1489	4001	0.11306876781772593
79_B2	HAMBI-1972	Aeromonas	caviae	20913	6378	0.18025385102201746
79_B2	HAMBI-1977	Pseudomonas	chlororaphis	590	1918	0.054191698839346596
79_B2	HAMBI-1988	Chitinophaga	sancti	4	16	4.564693466819477e-4
79_B2	HAMBI-2159	Paraburkholderia	caryophylli	9	262	0.007402322862601382
79_B2	HAMBI-2160	Bordetella	avium	97	1402	0.03961488420539522
79_B2	HAMBI-2164	Cupriavidus	necator	33	635	0.017952962909681642
79_B2	HAMBI-2443	Paracoccus	denitrificans	46	1141	0.032247889266149805
79_B2	HAMBI-2494	Paraburkholderia	kururiensis	30	548	0.015497727978941887
79_B2	HAMBI-2659	Stenotrophomonas	maltophilia	659	1104	0.03118618542276945
79_B2	HAMBI-2792	Moraxella	canis	13	23	6.394861733900549e-4
79_B2	HAMBI-3031	Niabella	yanshanensis	61	283	0.008008755905963947
79_B2	HAMBI-3237	Microvirga	lotononidis	59	189	0.005352199311201797
79_B3	HAMBI-0006	Pseudomonas	putida	4995	721	0.02289950810656085
79_B3	HAMBI-0097	Acinetobacter	lwoffii	2	5	1.69121578846087e-4
79_B3	HAMBI-0105	Agrobacterium	tumefaciens	749	3838	0.12182164959070478
79_B3	HAMBI-0262	Brevundimonas	bullata	1	0	1.0156224451841718e-5
79_B3	HAMBI-0403	Comamonas	testosteroni	1231	1916	0.06082020726453584
79_B3	HAMBI-1279	Hafnia	alvei	150	642	0.020381426800092018
79_B3	HAMBI-1287	Citrobacter	koseri	3508	7700	0.24439514474129073
79_B3	HAMBI-1292	Morganella	morganii	125	985	0.03125507327272643
79_B3	HAMBI-1299	Kluyvera	intermedia	91	457	0.014497515957277895
79_B3	HAMBI-1842	Sphingobium	yanoikuyae	118	328	0.010400861659212274
79_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1399	4131	0.13113172582707255
79_B3	HAMBI-1972	Aeromonas	caviae	18171	6091	0.1933255007367643
79_B3	HAMBI-1977	Pseudomonas	chlororaphis	319	1139	0.036167087599901254
79_B3	HAMBI-1988	Chitinophaga	sancti	1	4	1.4086196037336847e-4
79_B3	HAMBI-2159	Paraburkholderia	caryophylli	2	64	0.0020304748314611994
79_B3	HAMBI-2160	Bordetella	avium	64	1016	0.0322632959102695
79_B3	HAMBI-2164	Cupriavidus	necator	6	127	0.004029169567126066
79_B3	HAMBI-2443	Paracoccus	denitrificans	28	763	0.024229452145113836
79_B3	HAMBI-2494	Paraburkholderia	kururiensis	20	402	0.012753191338785335
79_B3	HAMBI-2659	Stenotrophomonas	maltophilia	453	834	0.026461663657077226
79_B3	HAMBI-2792	Moraxella	canis	0	0	0
79_B3	HAMBI-3031	Niabella	yanshanensis	55	281	0.008913330550231604
79_B3	HAMBI-3237	Microvirga	lotononidis	17	60	0.0019035806801250938
79_B4	HAMBI-0006	Pseudomonas	putida	5150	650	0.02035089641206341
79_B4	HAMBI-0097	Acinetobacter	lwoffii	4	9	2.9155109285836377e-4
79_B4	HAMBI-0105	Agrobacterium	tumefaciens	857	3838	0.12014594947996847
79_B4	HAMBI-0262	Brevundimonas	bullata	1	0	8.754229822274983e-6
79_B4	HAMBI-0403	Comamonas	testosteroni	1247	1696	0.0531057993217745
79_B4	HAMBI-1279	Hafnia	alvei	210	786	0.024595081885388517
79_B4	HAMBI-1287	Citrobacter	koseri	4930	9456	0.2960503385163451
79_B4	HAMBI-1292	Morganella	morganii	144	991	0.03103549339682421
79_B4	HAMBI-1299	Kluyvera	intermedia	104	456	0.014281413575505279
79_B4	HAMBI-1842	Sphingobium	yanoikuyae	135	328	0.010256678314954961
79_B4	HAMBI-1896	Sphingobacterium	spiritivorum	1405	3626	0.11351468292815975
79_B4	HAMBI-1972	Aeromonas	caviae	16413	4808	0.1505164402122282
79_B4	HAMBI-1977	Pseudomonas	chlororaphis	453	1414	0.044269713428612696
79_B4	HAMBI-1988	Chitinophaga	sancti	0	0	0
79_B4	HAMBI-2159	Paraburkholderia	caryophylli	4	112	0.0035003644134180313
79_B4	HAMBI-2160	Bordetella	avium	67	930	0.02911315105585356
79_B4	HAMBI-2164	Cupriavidus	necator	20	370	0.011576571113537357
79_B4	HAMBI-2443	Paracoccus	denitrificans	29	691	0.021630632289325546
79_B4	HAMBI-2494	Paraburkholderia	kururiensis	22	386	0.012091974269003177
79_B4	HAMBI-2659	Stenotrophomonas	maltophilia	668	1074	0.033634196654872835
79_B4	HAMBI-2792	Moraxella	canis	2	3	1.0467562356286005e-4
79_B4	HAMBI-3031	Niabella	yanshanensis	60	268	0.008381354829279453
79_B4	HAMBI-3237	Microvirga	lotononidis	16	49	0.001544286956641365
79_B5	HAMBI-0006	Pseudomonas	putida	5167	615	0.02405401593257849
79_B5	HAMBI-0097	Acinetobacter	lwoffii	6	13	5.152034360843413e-4
