Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf	K_Error > 20%
195	A4	plate_3	1	0	0	0.075	0.07400000000000001	0.504	12.260916666666665		0.075	2.243599111984884e-06	0.7564465051752722	0.6701304711468818	0.4717066776341188	0.3864227325385923	20.333333333333332	0.15991258851472903	0.14700309098703146	4.334537930990353	19.916666666666668	20.333333333333332	0.0	0.0	17.902691580196784	0.4166666666666667	0.4166666666666667	20.416666666666668	FALSE
195	A4	plate_3	1	0	0	0.075	0.07400000000000001	0.504	12.260916666666665		0.075	2.243599111984884e-06	1.1044838704584996	0.8581860336375678	0.8884018573639427	0.6357308932544032	23.0	0.4024632327474248	0.040061486071299654	1.7222621202641535	21.833333333333332	23.0	0.0	0.0	20.937394308839874	20.416666666666668	20.416666666666668	23.083333333333332	FALSE
195	A4	plate_3	1	0	0	0.075	0.07400000000000001	0.504	12.260916666666665		0.075	2.243599111984884e-06	0.1449406838471005	0.13576407634003165	0.21057213732449442	0.1910930886187272	24.75	0.15922456479158215	0.13653428780593735	4.35326786081811	24.166666666666668	24.75	0.0	0.0	23.511340437235354	23.083333333333332	23.083333333333332	24.833333333333332	FALSE
195	A4	plate_3	1	0	0	0.075	0.07400000000000001	0.504	12.260916666666665		0.075	2.243599111984884e-06	0.10300118841235274	0.09759704719009321	0.16111820832326362	0.1493835134874386	26.0	0.1391401290563194	0.09703653840174391	4.981648251018812	25.25	26.0	0.0	0.0	24.840425491891303	24.833333333333332	24.833333333333332	26.083333333333332	FALSE
195	A4	plate_3	1	0	0	0.075	0.07400000000000001	0.504	12.260916666666665		0.075	2.243599111984884e-06	0.49909332724077254	0.4373347801946931	0.3815884990422873	0.3232339234398063	28.333333333333332	0.24192901106370676	-0.008543089038807582	2.8650849995721264	27.166666666666668	28.416666666666668	0.0006999848260205166	0.000506780572393728	26.45705903087599	26.083333333333332	26.083333333333332	28.5	FALSE
195	A4	plate_3	1	0	0	0.075	0.07400000000000001	0.504	12.260916666666665		0.075	2.243599111984884e-06	1.9002128697671226	1.7717509877205884	0.20164011469335286	0.18368738586908262	47.0	0.019220702065490747	-0.004508667921948818	36.06253185748279	34.333333333333336	47.083333333333336	0.00013957929715568973	0.00011616406830583514	31.849517262894096	28.666666666666668	28.5	47.166666666666664	FALSE
196	A5	plate_3	1	0	0	0.075	0.07400000000000001	0.488	12.25025		0.075	2.833521358496663e-06	0.7530377026411846	0.6609673833854829	0.4718640629984199	0.3865296675357903	20.083333333333332	0.15287476031621802	0.11493017338111876	4.534085150002432	19.416666666666668	20.083333333333332	0.0	0.0	17.484114830207957	0.4166666666666667	0.4166666666666667	20.166666666666668	FALSE
196	A5	plate_3	1	0	0	0.075	0.07400000000000001	0.488	12.25025		0.075	2.833521358496663e-06	1.1239307910642145	0.8745925771013667	0.8771894375801634	0.6297756782336975	22.833333333333332	0.3908700307212581	0.05468615099461485	1.7733444011578638	21.583333333333332	22.833333333333332	0.0	0.0	20.697865457021333	20.166666666666668	20.166666666666668	22.916666666666668	FALSE
196	A5	plate_3	1	0	0	0.075	0.07400000000000001	0.488	12.25025		0.075	2.833521358496663e-06	0.5161679646447346	0.45704896863363914	0.4095834840096464	0.34329425933888724	25.75	0.15103470177668332	0.10020116028849499	4.589323992474378	24.5	25.75	0.0	0.0	23.34312020826115	22.916666666666668	22.916666666666668	25.833333333333332	FALSE
196	A5	plate_3	1	0	0	0.075	0.07400000000000001	0.488	12.25025		0.075	2.833521358496663e-06	0.597061614080152	0.5185352655017409	0.4105360789489516	0.34396982996932945	28.25	0.23163319143353994	-0.012292114493597827	2.992434617293708	27.083333333333332	28.416666666666668	0.001711281223929939	0.001213949904919298	26.232667495685526	25.833333333333332	25.833333333333332	28.5	FALSE
