Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
123	C4	plate_2	1	0	0	0.071	0.071	0.511	17.013499999999997		0.071	13.689942464992397	66.68581237897556	0.4389341605644889	1.9715329382746325	0.05232370724974911	0.1082712044256744	0.24998130222932652	-0.013351926514025935	2.772796102662389	8.28966246604652	0.4166666666666667	24.583333333333332	10.416666666666666	47.166666666666664	1.0	4.4155820641559083e-07	FALSE
124	C5	plate_2	1	0	0	0.07	0.07	0.508	17.01208333333333		0.07	13.734531289527418	67.44853997606653	0.43733290859676294	1.9806379995653316	0.051893246647205515	0.10790806371191763	0.24839898550255143	-0.010198391619116365	2.7904589833875373	8.091326623963353	0.4166666666666667	24.333333333333332	10.25	35.583333333333336	1.0	4.407237646044818e-07	FALSE
125	C6	plate_2	1	0	0	0.07	0.07	0.46799999999999997	13.402		0.07	10.121941997214197	54.3881408912029	0.39618517449101437	1.896165073716645	0.0004141627053299568	0.0008887341990089226	0.13328004769616905	-0.005405187045644557	5.20068226671162	11.020948060946516	0.4166666666666667	46.833333333333336	17.583333333333332	47.166666666666664	1.0	3.9946566752273915e-07	FALSE
126	C7	plate_2	1	0	0	0.071	0.071	0.462	13.415916666666666		0.071	10.097306181673355	54.03794586006168	0.38968083911581564	1.8697192985734148	0.000325507425426641	0.0007070454001194548	0.13731849708402272	-0.0021340637972097638	5.047733519365719	11.088109815543376	0.4166666666666667	46.5	17.833333333333332	47.166666666666664	1.0	5.408811704783906e-07	FALSE
127	C8	plate_2	1	0	0	0.07	0.07	0.46	13.309333333333333		0.07	10.014951634972423	54.22928091602188	0.38895502165676654	1.881201728947616	0.0	0.0	0.13401216887171954	0.008642167574588838	5.1722704467491045	10.986553879131492	0.4166666666666667	47.166666666666664	17.5	47.166666666666664	1.0	3.8544736977190185e-07	FALSE
128	C9	plate_2	1	0	0	0.07	0.07	0.469	13.559916666666664		0.07	10.280434629429568	54.74629040460969	0.39867774175907955	1.901470300981778	0.0002923350875677633	0.0006239076608736127	0.14052229352556767	-0.003693996551497473	4.932649212943773	11.279888647844668	0.4166666666666667	46.75	18.166666666666668	47.166666666666664	1.0	5.203600625760897e-07	FALSE
129	C10	plate_2	1	0	0	0.07	0.07	0.473	13.536916666666666		0.07	10.266187167339151	54.497748300817385	0.4013733521014017	1.9068089755788833	0.0001557561713214639	0.00033059965332427055	0.1400393023736359	-0.002259590262830364	4.949661765027749	11.555462277174176	0.4166666666666667	46.833333333333336	18.416666666666668	47.166666666666664	1.0	4.287370579915466e-07	FALSE
130	C11	plate_2	1	0	0	0.071	0.07	0.071	3.324916666666664		0.071	-3.838896514846378e-05	-0.0019936456269249135	0.0	-3.1023536804088794e-05	0.0	0.0	6.813983360998693e-07	-9.312292431872094e-07	1017242.2558694861	106.04444943163806	0.4166666666666667	0.4166666666666667	47.166666666666664	0.4166666666666667	0.0	5.314204531195455e-09	FALSE
131	C12	plate_2	1	0	0	0.07	0.07	0.071	3.278583333333332		0.07	-0.001679279909152019	0.0026260241834664	1.1932098466144181e-05	0.0007385105477968055	5.171483196980686e-05	0.000738510547797133	0.00019883930451727283	-0.0002537598334769384	3485.9666314098013	-2.4407328316887638	0.4166666666666667	1.9166666666666667	0.4166666666666667	4.0	0.0	4.987789674195752e-09	TRUE
132	D1	plate_2	1	0	0	0.07	0.07	0.071	3.2790833333333325		0.07	-0.004123845111286288	0.009916836815066561	3.573753942429092e-06	0.0015196877060794642	0.00010644115446156732	0.0015194326103871796	7.536960097786416e-05	-0.00022162003033947665	9196.641239529989	-19.070106337258338	0.4166666666666667	1.75	0.4166666666666667	7.083333333333333	0.0	1.4353153982036956e-08	TRUE
