Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf	K_Error > 20%
0	A1	plate_1	1	0	0	0.07200000000000001	0.07200000000000001	0.51	17.198999999999998		0.07200000000000001	8.024842701277477e-07	2.5174956662865933	1.917914435143659	1.3513688186012671	0.8549976345833062	11.583333333333334	0.2522965575487107	0.21808852774304185	2.7473509242238467	10.25	11.583333333333334	0.0	0.0	8.104676164805275	0.4166666666666667	0.4166666666666667	11.666666666666666	FALSE
0	A1	plate_1	1	0	0	0.07200000000000001	0.07200000000000001	0.51	17.198999999999998		0.07200000000000001	8.024842701277477e-07	4.2546832739093094	2.9563655675596645	1.3765618411528506	0.8656548386785969	17.083333333333332	0.23674840597082247	0.03743571300345803	2.9277797149999425	13.0	17.083333333333332	0.0	0.0	11.71949933756493	11.666666666666666	11.666666666666666	17.166666666666668	FALSE
0	A1	plate_1	1	0	0	0.07200000000000001	0.07200000000000001	0.51	17.198999999999998		0.07200000000000001	8.024842701277477e-07	5.355446408778454	4.892993693119835	0.2410223929024602	0.21593555030017453	44.833333333333336	0.04528150617692343	-0.009539378712425502	15.307511588764026	18.583333333333332	47.083333333333336	0.002695718290908644	0.0021745379773108198	17.297271137821497	17.166666666666668	17.166666666666668	47.166666666666664	FALSE
1	A2	plate_1	1	0	0	0.071	0.071	0.493	17.041083333333333		0.071	7.16661465998281e-07	2.801538472847652	2.083832026187472	1.4803800739411783	0.9084118040558907	11.75	0.2602970994379561	0.21574703709910018	2.6629078159403865	10.25	11.75	0.0	0.0	8.13256436967507	0.4166666666666667	0.4166666666666667	11.833333333333334	FALSE
1	A2	plate_1	1	0	0	0.071	0.071	0.493	17.041083333333333		0.071	7.16661465998281e-07	3.7620149586334946	2.667557594281244	1.2723085473048505	0.8207962959098408	17.0	0.23239881014425112	0.03180074579610704	2.9825762882766282	13.083333333333334	17.0	0.0	0.0	11.879266480829013	11.833333333333334	11.833333333333334	17.083333333333332	FALSE
1	A2	plate_1	1	0	0	0.071	0.071	0.493	17.041083333333333		0.071	7.16661465998281e-07	5.1832820967419115	4.759115529489706	0.20539455082935176	0.18680694142389553	38.583333333333336	0.04530544597556873	-0.008723622666516384	15.299422964156001	18.5	47.083333333333336	0.010207350284158201	0.008504115133354917	17.312972190604334	17.083333333333332	17.083333333333332	47.166666666666664	FALSE
2	A3	plate_1	1	0	0	0.071	0.071	0.48700000000000004	16.736833333333333		0.071	7.977148059313642e-07	2.708228509477194	1.9847480155455686	1.4974885490969876	0.9152856465839095	11.75	0.26452262439946606	0.21828054537040434	2.620370118183904	10.166666666666666	11.75	0.0	0.0	8.153337054469745	0.4166666666666667	0.4166666666666667	11.833333333333334	FALSE
2	A3	plate_1	1	0	0	0.071	0.071	0.48700000000000004	16.736833333333333		0.071	7.977148059313642e-07	51.62500139789097	31.25810597672336	1.6895401294089325	0.9893702233891095	40.083333333333336	0.22563289309451867	-0.00667880399865622	3.072012998874161	12.75	47.083333333333336	0.019885165326998244	0.007420986263076301	11.849567438323794	11.833333333333334	11.833333333333334	47.166666666666664	FALSE
3	A4	plate_1	1	0	0	0.07200000000000001	0.07200000000000001	0.483	16.765083333333337		0.07200000000000001	7.23260413811971e-07	2.4036951644719764	1.8180103583117575	1.3425242932393529	0.8512291057231341	11.583333333333334	0.25542876050777136	0.21615505206247812	2.713661449799254	10.25	11.583333333333334	0.0	0.0	8.14822618963923	0.4166666666666667	0.4166666666666667	11.666666666666666	FALSE
3	A4	plate_1	1	0	0	0.07200000000000001	0.07200000000000001	0.483	16.765083333333337		0.07200000000000001	7.23260413811971e-07	4.209404922679438	2.9330763531434108	1.3584689221599562	0.8580126467038918	17.083333333333332	0.23575713528787934	0.02559813545608109	2.9400899349814127	12.916666666666666	17.083333333333332	0.0	0.0	11.72114143800739	11.666666666666666	11.666666666666666	17.166666666666668	FALSE
3	A4	plate_1	1	0	0	0.07200000000000001	0.07200000000000001	0.483	16.765083333333337		0.07200000000000001	7.23260413811971e-07	4.708348460574344	4.354434693082081	0.18675337525228697	0.17122132255924383	39.25	0.0452951558747946	-0.005319851190476025	15.302898669251759	18.75	47.083333333333336	0.0083555289241799	0.007065564018436499	17.52270005462571	17.166666666666668	17.166666666666668	47.166666666666664	FALSE
4	A5	plate_1	1	0	0	0.071	0.071	0.489	16.817333333333327		0.071	8.258197979873263e-07	2.624612984754355	1.9516513752883011	1.4313809477721264	0.8884593872003776	11.666666666666666	0.25838689483667987	0.21162848916271218	2.6825941810944665	10.166666666666666	11.666666666666666	0.0	0.0	8.092594294312326	0.4166666666666667	0.4166666666666667	11.75	FALSE
4	A5	plate_1	1	0	0	0.071	0.071	0.489	16.817333333333327		0.071	8.258197979873263e-07	4.05330263563517	2.871763357121684	1.2652169903257895	0.8176705558146695	17.25	0.2270240532465184	0.026816620250535588	3.0531882884113526	13.0	17.25	0.0	0.0	11.793301737040247	11.75	11.75	17.333333333333332	FALSE
4	A5	plate_1	1	0	0	0.071	0.071	0.489	16.817333333333327		0.071	8.258197979873263e-07	5.227948425040469	4.790445559784632	0.21434022640940809	0.19420090577048632	38.833333333333336	0.04610755430064466	-0.0038763419961045653	15.033267131027463	18.833333333333332	41.25	0.015071918323905198	0.012489278207634902	17.6444595596471	17.333333333333332	17.333333333333332	47.166666666666664	FALSE
5	A6	plate_1	1	0	0	0.07	0.069	0.47	12.93375		0.07	8.918943929419262e-07	3.006754209158009	2.3604026265606537	1.0344016437927666	0.7102017431242503	15.583333333333334	0.13098251539725267	0.09127355874096796	5.2919061636411655	13.916666666666666	15.583333333333334	0.0	0.0	9.935313245757989	0.4166666666666667	0.4166666666666667	15.666666666666666	FALSE
5	A6	plate_1	1	0	0	0.07	0.069	0.47	12.93375		0.07	8.918943929419262e-07	0.30394353613395686	0.280251955233553	0.2586660143691861	0.23005244137018988	18.0	0.10866366659911275	0.0840555131762027	6.378831142493446	16.833333333333332	18.0	0.0	0.0	15.7630894047348	15.666666666666666	15.666666666666666	18.083333333333332	FALSE
5	A6	plate_1	1	0	0	0.07	0.069	0.47	12.93375		0.07	8.918943929419262e-07	0.3726821842413571	0.3400886761385496	0.3024530464347883	0.2642494451931454	20.666666666666668	0.11361946308811913	0.10054776784542552	6.100602499963985	19.583333333333332	20.666666666666668	0.0	0.0	18.278427126822585	18.083333333333332	18.083333333333332	20.75	FALSE
5	A6	plate_1	1	0	0	0.07	0.069	0.47	12.93375		0.07	8.918943929419262e-07	18.285833257661288	13.614021145188955	0.9547376246624126	0.6702559770969148	45.583333333333336	0.12949986256867338	-0.011388512249744324	5.3524935610829045	23.25	47.083333333333336	0.0029413340075530314	0.0015058538474903571	21.125391626356937	20.75	20.75	47.166666666666664	FALSE
6	A7	plate_1	1	0	0	0.068	0.068	0.45899999999999996	13.211166666666667		0.068	9.942220148002369e-07	3.3000631877510727	2.5317188767594767	1.2274117365522157	0.8008402551343087	15.916666666666666	0.16816599554888437	0.12053327472264361	4.121803449606752	14.333333333333334	15.916666666666666	0.0	0.0	10.935870633826859	0.4166666666666667	0.4166666666666667	16.0	FALSE
6	A7	plate_1	1	0	0	0.068	0.068	0.45899999999999996	13.211166666666667		0.068	9.942220148002369e-07	1.0172585756572947	0.8708254892914434	0.5284454673405654	0.4242511844735509	19.75	0.13170208490566268	0.08159162372101418	5.262993224871436	17.083333333333332	19.75	0.0	0.0	16.048254660855125	16.0	16.0	19.833333333333332	FALSE
6	A7	plate_1	1	0	0	0.068	0.068	0.45899999999999996	13.211166666666667		0.068	9.942220148002369e-07	0.34774160851855446	0.31946169780551453	0.27071828569678735	0.2395823198796232	22.416666666666668	0.10740440028952936	0.07283262552752452	6.453619951244389	21.25	22.416666666666668	0.0	0.0	20.019829784975652	19.833333333333332	19.833333333333332	22.5	FALSE
6	A7	plate_1	1	0	0	0.068	0.068	0.45899999999999996	13.211166666666667		0.068	9.942220148002369e-07	10.010307038831835	8.303422357694688	0.5177352972377367	0.4172192877719556	44.0	0.11192346884189798	-0.03984727702556639	6.193045906565659	23.833333333333332	47.083333333333336	0.05446935500482808	0.03654840355726208	22.759563718412657	22.5	22.5	47.166666666666664	FALSE
7	A8	plate_1	1	0	0	0.071	0.07	0.48700000000000004	13.21975		0.071	7.035007682133867e-07	2.895096699136914	2.315436202873679	0.9949971329816594	0.690642613238869	15.666666666666666	0.12880960802172953	0.10719155731910766	5.38117607223069	14.333333333333334	15.666666666666666	0.0	0.0	10.206766703216186	0.4166666666666667	0.4166666666666667	15.75	FALSE
7	A8	plate_1	1	0	0	0.071	0.07	0.48700000000000004	13.21975		0.071	7.035007682133867e-07	1.1352467919847886	0.962602412296661	0.5748300281706848	0.4541473478321756	19.75	0.13213578817586036	0.09026585618417336	5.245718742279203	17.25	19.75	0.0	0.0	15.901743600285888	15.75	15.75	19.833333333333332	FALSE
7	A8	plate_1	1	0	0	0.071	0.07	0.48700000000000004	13.21975		0.071	7.035007682133867e-07	0.3223962939231712	0.29657737662616135	0.2696833360358868	0.2387675276756629	22.25	0.10762525754690962	0.0880953516132927	6.44037650974103	21.166666666666668	22.25	0.0	0.0	19.950121170216494	19.833333333333332	19.833333333333332	22.333333333333332	FALSE
7	A8	plate_1	1	0	0	0.071	0.07	0.48700000000000004	13.21975		0.071	7.035007682133867e-07	11.792376560072258	9.496402607757966	0.6897338165125397	0.5245710115075977	47.0	0.12348174699059196	-0.0040604453338744986	5.6133574188317565	23.666666666666668	47.083333333333336	0.00017300136295306245	0.00010238903792725296	22.551997948395	22.333333333333332	22.333333333333332	47.166666666666664	FALSE
8	A9	plate_1	1	0	0	0.071	0.071	0.47100000000000003	12.711083333333333		0.071	9.556207608443438e-07	2.8208144451354156	2.298592422155723	0.9124467661709621	0.648383451649312	16.083333333333332	0.11591599652128255	0.09895547897763969	5.979737062715768	14.083333333333334	16.083333333333332	0.0	0.0	10.362866411488811	0.4166666666666667	0.4166666666666667	16.166666666666668	FALSE
8	A9	plate_1	1	0	0	0.071	0.071	0.47100000000000003	12.711083333333333		0.071	9.556207608443438e-07	0.9258583985121946	0.7982257668171793	0.5194472254211404	0.41834660122903644	19.916666666666668	0.12449087850110635	0.09922108565729706	5.567855162607638	18.083333333333332	19.916666666666668	0.0	0.0	16.37689413978766	16.166666666666668	16.166666666666668	20.0	FALSE
